"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"ec2fb34a-0b39-4022-861e-fe3b1be16a2a","water","char-offset:51","PERSON","","","","","","","",""
"95b3ac7f-a4de-49b7-adc1-075aea2900be","65 gram","char-offset:58","PLACE","","","","","","UNVERIFIED","",""
"ff829eb2-a5b7-46b3-a948-838bb94e7751","boter","char-offset:66","PERSON","","","","","","","",""
"b8663d63-2e6d-44ce-8bdd-4ac9f883660c","een snufje","char-offset:73","PLACE","","","","","","UNVERIFIED","",""
"1336e939-cb41-464d-a217-0a45942f79fc","zout","char-offset:84","PERSON","","","","","","","",""
"ef572e2e-0c00-4a9f-9687-a2cccf0e873d","peper","char-offset:92","PERSON","","","","","","","",""
"c8fc3999-e516-4431-90b2-5b6f0b6512ba","100 gram","char-offset:99","PLACE","","","","","","UNVERIFIED","",""
"2cf51009-c55d-4838-8669-b209a688ac54","bloem","char-offset:108","PERSON","","","","","","","",""
"8210b6c2-cd9d-4eca-8679-ecd3465e0eb3","3","char-offset:117","PLACE","http://pleiades.stoa.org/places/856174","3","45.25","35.25","numbered feature","UNVERIFIED","",""
"2ccfa4b0-a2a0-49e7-8af7-83c4bf0f4576","eieren","char-offset:119","PERSON","","","","","","","",""
"3f747183-a61a-4b3a-b9dc-f2ad5f7be46f","boter","char-offset:158","PERSON","","","","","","","",""
"b0e4f8b1-f158-4510-adba-6d09dafcfa6d","water","char-offset:167","PERSON","","","","","","","",""
"00ff622e-32f8-40a4-a039-efda76b80cc2","eieren","char-offset:302","PERSON","","","","","","","",""
"a2e48d05-14c8-4825-addb-306e105fc904","250 gram","char-offset:337","PLACE","","","","","","UNVERIFIED","",""
"1af6fec8-e768-4654-b81a-441c03593237","aardappels","char-offset:361","PERSON","","","","","","","",""
"00a946c3-3f77-4fc3-a9f9-3b4fefc03426","zout","char-offset:452","PERSON","","","","","","","",""
"e38bc1da-8628-4a4f-943a-c42ce2d184ab","peper","char-offset:460","PERSON","","","","","","","",""
"2fbc6cd2-5557-43ce-8126-d79172e36fa5","nootmuskaat","char-offset:498","PERSON","","","","","","","",""
"a4a5b5f4-53f3-46f0-871f-e591bc8df125","frituurvet","char-offset:586","PERSON","","","","","","","",""
"94640f14-5185-4bc7-b3e6-b15b14fec322","peterselie","char-offset:647","PERSON","","","","","","","",""
"04b4cb4c-55f4-48bc-9107-a391385bcc57","ui","char-offset:672","PERSON","","","","","","","",""
"efcbb0de-9d42-4e36-8f5d-4c13f3b93160","bieslook","char-offset:678","PERSON","","","","","","","",""
"8fae3afa-4d65-415c-9635-7e7940c945cf","magere ham","char-offset:701","PERSON","","","","","","","",""
