"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"15982b9c-273a-4056-b4d8-25634c184d5b","sla","char-offset:135","PERSON","","","","","","","",""
"293fe0c7-bbc0-48e7-acf7-d319e01c3f0e","tomaat","char-offset:140","PERSON","","","","","","","",""
"f53ec353-1bf0-4c4b-a09c-b52cd718e30b","komkommer","char-offset:148","PERSON","","","","","","","",""
"8f7dfdaf-d1ad-4e9c-9d6e-42d55ad070ca","3 delen","char-offset:171","PLACE","","","","","","UNVERIFIED","",""
"172d2576-7dc1-4a5e-98ad-107f27fa9bc5","olie","char-offset:179","PERSON","","","","","","","",""
"8f21dab0-b102-4b04-b84e-a7b03aa59379","zonnebloemolie","char-offset:198","PERSON","","","","","","","",""
"0b7fba66-8563-48bb-97fc-a1fcafee73a9","V/2 deel","char-offset:214","EVENT","","","","","","","",""
"075f3f9b-790b-4c4d-a403-e42e8d6e991f","natuurazijn","char-offset:223","PERSON","","","","","","","",""
"af874f70-705c-41c7-a896-69fe4809648f","zout","char-offset:240","PERSON","","","","","","","",""
"e03ae31f-898c-4609-a479-20b7918b8757","peper","char-offset:246","PERSON","","","","","","","",""
"e22e12c8-dfe3-4f89-a862-9fc7a59e8422","suiker","char-offset:253","PERSON","","","","","","","",""
"f28f552c-3a58-47fc-8b5d-da2f447b0554","1 theelepel","char-offset:272","PLACE","","","","","","UNVERIFIED","",""
"c34d1caa-607e-4380-99b3-687b84a96372","mosterd","char-offset:284","PERSON","","","","","","","",""
"20a81fd0-c08f-4c9f-8670-b0098652e85f","ei","char-offset:519","PERSON","","","","","","","",""
"b54f7bcb-caf8-4a1e-bf4a-a617527fa295","1","char-offset:524","PLACE","http://pleiades.stoa.org/places/856172","1","45.25","35.25","numbered feature","UNVERIFIED","",""
"4d7c4b03-07ec-41b8-9758-505adff04412","ei","char-offset:538","PERSON","","","","","","","",""
"0ba9707f-5572-4010-89a0-b0ce2374c23b","Vi theelepel","char-offset:541","EVENT","","","","","","","",""
"e422d8bf-94ff-42fd-9962-e425fe1f7fb7","mosterd","char-offset:554","PERSON","","","","","","","",""
"d28a0a77-c5c7-40b8-8dcd-4f6d160906d1","3 eetlepels","char-offset:562","PLACE","","","","","","UNVERIFIED","",""
"251f9cfe-27cf-4d4b-b520-fd19e8546d77","(zonnebloem)olie","char-offset:574","PERSON","","","","","","","",""
"f91a0d79-dc2a-4d76-8ac7-d6ca20f3cedd","V/t eetlepel","char-offset:591","EVENT","","","","","","","",""
"c0b88804-10fc-435f-8228-dfb24f80f10b","natuurazijn","char-offset:604","PERSON","","","","","","","",""
"44d0dc72-4fc8-4f1b-b071-fd5628fcd9b3","citroensap","char-offset:619","PERSON","","","","","","","",""
"33974608-f461-49a9-a4a7-90f86338055f","peper","char-offset:630","PERSON","","","","","","","",""
"ec6b1b60-5226-40d5-808e-49c3e03905e9","zout","char-offset:637","PERSON","","","","","","","",""
"99aee5d1-fa34-45b9-af3f-407a0d945e37","suiker","char-offset:643","PERSON","","","","","","","",""
"9663c5ec-af2c-4e15-aa64-60ecd16c1aa0","ei","char-offset:660","PERSON","","","","","","","",""
"c1942ff8-0bfc-43f8-99a5-b4be9290ca52","mosterd","char-offset:685","PERSON","","","","","","","",""
"a0e6a41e-401d-4a35-aa46-85d63f798c7b","zout","char-offset:699","PERSON","","","","","","","",""
"f63cee55-5e7b-422c-befb-3faf2a672ef9","peper","char-offset:705","PERSON","","","","","","","",""
"bba4eff9-a7a9-4e3a-8c79-ff4891ddf217","suiker","char-offset:724","PERSON","","","","","","","",""
"092faa83-92cf-430b-8e54-c2ac641db7aa","olie","char-offset:776","PERSON","","","","","","","",""
"eb35719f-e13f-4a52-8e43-cdc8fb46542d","azijn","char-offset:793","PERSON","","","","","","","",""
"d3982d0f-bdf9-4420-b248-c1947313e2c3","kwark","char-offset:894","PERSON","","","","","","","",""
"50c4fe59-44df-4693-963a-a39c2b755462","yoghurt","char-offset:914","PERSON","","","","","","","",""
"bc9209a3-6b68-48c3-afbf-e75cca55db12","2 eetlepels","char-offset:922","PLACE","","","","","","UNVERIFIED","",""
"ea6e4ec2-014b-4257-aa86-b7d0261172e8","kwark","char-offset:934","PERSON","","","","","","","",""
"e2d601f6-32f1-4725-ae09-f36138f7cb8f","yoghurt","char-offset:954","PERSON","","","","","","","",""
"de5ae3bb-242e-4850-ac26-cab9d7dd96a1","V» eetlepel","char-offset:962","EVENT","","","","","","","",""
"3b35d9b5-aedc-4483-81e0-93695d3bb649","ui","char-offset:992","PERSON","","","","","","","",""
"5e4b4fd2-376f-4eb1-b7df-41b70bce235a","V_ eetlepel","char-offset:995","EVENT","","","","","","","",""
"81d52420-09c9-44ee-82dd-c738c969b959","citroensap","char-offset:1007","PERSON","","","","","","","",""
"0dc0e514-d14e-46a9-a502-3885d223fbc3","1 eetlepel","char-offset:1018","PLACE","","","","","","UNVERIFIED","",""
"ca477d4d-bead-4549-8dc6-bdb303be5757","zonnebloemolie","char-offset:1030","PERSON","","","","","","","",""
"b6e048a6-6402-4e26-9fa2-e0181817176c","zout","char-offset:1045","PERSON","","","","","","","",""
"b428b3f0-1b8b-460e-9600-f1350e7a03c0","peper","char-offset:1051","PERSON","","","","","","","",""
