"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"4910ee67-1632-4755-b07c-97a05254208b","aardappelen","char-offset:291","PERSON","","","","","","","",""
"5cc88210-57bf-438a-a2c6-fb84751b480d","bokkingen","char-offset:306","PERSON","","","","","","","",""
"1f4ea4c3-29e5-4647-a4a9-2a23d0d698ab","bouillabaisse","char-offset:495","PERSON","","","","","","","",""
"0172a26d-e8f9-4bd9-9c74-f3366a82f2e2","courgettes","char-offset:2284","PERSON","","","","","","","",""
"8154ebd5-08d7-467f-a26d-6322b1287482","courgette","char-offset:2404","PERSON","","","","","","","",""
"b753fa49-e5f0-46e2-9e06-c98321802070","1 kg","char-offset:2446","PLACE","","","","","","UNVERIFIED","",""
"75992715-b2d9-4fdb-a8de-50e03d456374","courgettes","char-offset:2451","PERSON","","","","","","","",""
"2b59ff4d-a539-40a4-9053-78efa6e213dc","bloem","char-offset:2476","PERSON","","","","","","","",""
"cb11d2bb-e8e3-429c-b629-f98e737d45f4","0,8 dl","char-offset:2482","PLACE","","","","","","UNVERIFIED","",""
"4c99fea3-e385-4d18-8dde-8d8cb006f289","olijfolie","char-offset:2489","PERSON","","","","","","","",""
"cdfed8ed-6bb0-40bb-b357-d023ecdd66cf","zout","char-offset:2499","PERSON","","","","","","","",""
"a8e58bdc-7006-4522-8007-f05fec9bc5d4","peper","char-offset:2507","PERSON","","","","","","","",""
"bf6dd04b-d6bc-4a7f-ba85-b13d01ec75b4","50 g","char-offset:2513","PLACE","http://sws.geonames.org/677175","Gârliciu","44.76667","28.08333","","UNVERIFIED","",""
"ea3a1738-8d5e-4b4e-a19f-7b3ae344baae","50 g","char-offset:2513","PLACE","http://sws.geonames.org/677175","Gârliciu","44.76667","28.08333","","UNVERIFIED","",""
"41072d7e-c903-4994-8440-9d1a89a2cc47","rijst","char-offset:2518","PERSON","","","","","","","",""
"aff66a93-333c-4b0d-966e-66158ed0a243","uien","char-offset:2526","PERSON","","","","","","","",""
"54f5547f-0dd7-4023-b098-70d23ae3686b","1 teen","char-offset:2557","PLACE","","","","","","UNVERIFIED","",""
"9b8681d5-a77e-4b11-80ad-8a1bfa2c597e","knoflook","char-offset:2564","PERSON","","","","","","","",""
"0da0d3a3-21b7-41c3-9c37-2693aa84dc50","eieren","char-offset:2599","PERSON","","","","","","","",""
"31577e44-3754-43f1-9068-7ff32d17c2f0","50 g","char-offset:2606","PLACE","http://sws.geonames.org/677175","Gârliciu","44.76667","28.08333","","UNVERIFIED","",""
"f8e59dd7-252d-4974-963d-2ea7f817b60b","Parmezaanse kaas","char-offset:2611","PERSON","","","","","","","",""
"78ae31ff-5105-4d9c-b991-6a811e72694f","2 eetl.","char-offset:2628","PLACE","","","","","","UNVERIFIED","",""
"f05df7e2-2d01-4ec0-b1ef-bff7eb258ba0","basilicum","char-offset:2648","PERSON","","","","","","","",""
"0ecc13ca-c27a-4841-b730-5a24a1bd1bd4","peterselie","char-offset:2661","PERSON","","","","","","","",""
"30898281-abf4-48c4-8611-52b9d95f2cc2","courgettes","char-offset:2693","PERSON","","","","","","","",""
"d5343cd8-aa8a-46c3-9c8f-031258d48ec9","olie","char-offset:2772","PERSON","","","","","","","",""
"3946d878-580e-4166-8e7c-6b8993628686","courgettes","char-offset:2804","PERSON","","","","","","","",""
"ee06abba-4c32-468e-820d-07b02df7f366","zout","char-offset:2844","PERSON","","","","","","","",""
"b1d43b3a-095a-425d-8b72-ced2c2d5ee5c","peper","char-offset:2852","PERSON","","","","","","","",""
"019b432d-b33f-46aa-bc3f-ca6cb83daff4","rijst","char-offset:2957","PERSON","","","","","","","",""
"e05478d0-36a9-448b-bde6-d732d59a8292","zout","char-offset:2989","PERSON","","","","","","","",""
"e2a2c999-86e3-4896-bac3-0b4b49213f19","olie","char-offset:3027","PERSON","","","","","","","",""
"b3f31a8f-ef7f-41f9-9e8f-b9a3ae413bc0","uien","char-offset:3066","PERSON","","","","","","","",""
"551c73af-475a-4543-b256-f72d54568d83","knoflook","char-offset:3077","PERSON","","","","","","","",""
"69f4a11e-ea86-46bc-9bd8-7e54fdb0fbf9","rijst","char-offset:3215","PERSON","","","","","","","",""
"668c063f-01ca-4686-ad54-00f8d3dfbe38","courgettes","char-offset:3227","PERSON","","","","","","","",""
"79fd7da7-e410-411d-9b38-5f02a6de649c","eieren","char-offset:3264","PERSON","","","","","","","",""
"bb935527-2ab0-4768-881a-cfa9f2f80f0c","kaas","char-offset:3275","PERSON","","","","","","","",""
"b8b47308-0db0-4d1b-aa56-1639d730e011","basilicum","char-offset:3284","PERSON","","","","","","","",""
"57de7852-5b28-4cb1-a748-0ec0b3b53e8b","zout","char-offset:3297","PERSON","","","","","","","",""
"6838a815-6414-444b-9c96-3f78483b0665","peper","char-offset:3305","PERSON","","","","","","","",""
"29e8805d-d9d2-422c-9c0a-7cfe7ec59039","olie","char-offset:3351","PERSON","","","","","","","",""
"ac774eb3-577e-4e3b-968b-58fbe6f8e6da","olijfolie","char-offset:3438","PERSON","","","","","","","",""
