"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"88d2aa6e-9fba-4fa2-b370-246ced240a9d","RUNDVLEES","char-offset:18","PERSON","","","","","","","",""
"2879abad-a22c-41b0-a904-1a6ff562e082","VENKEL","char-offset:32","PERSON","","","","","","","",""
"bba43454-b571-4aa9-bccb-5577b83d28bc","DOPERWTEN","char-offset:42","PERSON","","","","","","","",""
"a4932974-13c1-425e-b7c9-32516840a06a","tajine","char-offset:55","PERSON","","","","","","","",""
"c453364f-2c4f-4d22-ac2f-c888fd9d1a2c","venkel","char-offset:354","PERSON","","","","","","","",""
"da449f36-de5b-4b80-89ae-26024f5fdafc","tajine","char-offset:417","PERSON","","","","","","","",""
"86e54004-05f2-4b37-a73a-7e11fc2536a3","vlees","char-offset:636","PERSON","","","","","","","",""
"b905decf-f93b-4124-8d4d-af159c18e57b","specerijen","char-offset:653","PERSON","","","","","","","",""
"c4c22955-1acd-455c-b603-6fa3ed6914b9","olie","char-offset:665","PERSON","","","","","","","",""
"193762c9-e5c8-43d0-a651-4711f084a683","tajine","char-offset:751","PERSON","","","","","","","",""
"a067169a-97d3-4dd2-82d0-4bfde45f3ac3","1 kg","char-offset:884","PERSON","","","","","","","",""
"4b9ff319-2509-4c02-abbc-22747eb4f357","1 kg","char-offset:884","PLACE","","","","","","UNVERIFIED","",""
"518da9f3-a341-4d2a-86ba-fa839ef0ab9a","rundvlees","char-offset:895","PERSON","","","","","","","",""
"e8d11257-c6f1-44ed-b1ab-f16cd2242bb4","4 eetlepels","char-offset:905","PLACE","","","","","","UNVERIFIED","",""
"8141c55b-ecbd-4db7-9a64-af5b7dd025c8","olie","char-offset:917","PERSON","","","","","","","",""
"9fba9555-3430-496f-9c10-1c8380485e29","2 draadjes","char-offset:922","PLACE","","","","","","UNVERIFIED","",""
"a44df9b6-2bf6-49e9-a827-652e4a2c225d","1 mespunt","char-offset:936","PLACE","","","","","","UNVERIFIED","",""
"15bc3a84-ea99-4a36-ac3d-b029b7b3c34b","saffraan","char-offset:946","PERSON","","","","","","","",""
"e8088f21-f4aa-4196-a44a-4eed4d3f06ce","3 theelepels","char-offset:955","PLACE","","","","","","UNVERIFIED","",""
"852583e3-ea0f-48ef-9bdd-af65e074c9d8","zout","char-offset:968","PERSON","","","","","","","",""
"3d69a14d-3700-437b-a34d-4bfcb6a514f3","2 theelepels","char-offset:973","PLACE","","","","","","UNVERIFIED","",""
"ce2d7124-3eb3-49b7-a4b8-08d5102adb81","zwarte peper","char-offset:986","PERSON","","","","","","","",""
"62f2766e-aeea-4736-9ba0-38b4be8bef6f","2 theelepels","char-offset:999","PLACE","","","","","","UNVERIFIED","",""
"78dc4786-2dc0-40f6-8275-abaa08cd5afb","gemberpoeder","char-offset:1012","PERSON","","","","","","","",""
"854ffce2-315d-4862-b9ff-2ebbc69c6fca","1 middelgrote","char-offset:1025","PLACE","","","","","","UNVERIFIED","",""
"a8d05713-bbcc-465f-8b7c-141b6e7bcdec","ui","char-offset:1039","PERSON","","","","","","","",""
"4c15a741-4549-4924-b8f7-91770db7fe53","tomaten","char-offset:1044","PERSON","","","","","","","",""
"a1f3d73a-daf7-495c-aae6-879312e11f2e","4 takken","char-offset:1052","PLACE","","","","","","UNVERIFIED","",""
"298e64c3-62bc-4246-80a5-a7636b63cf26","takken","char-offset:1054","PLACE","","","","","","UNVERIFIED","",""
"fb09e0a3-ef54-49f4-ad8b-1a7ff3ef4b73","takken","char-offset:1054","PLACE","","","","","","UNVERIFIED","",""
"e500e0a0-6cb0-4698-84eb-53b18fb67d45","takken","char-offset:1054","PLACE","","","","","","UNVERIFIED","",""
"01c1ae95-7af4-4917-9537-c8bff0420f65","koriander","char-offset:1067","PERSON","","","","","","","",""
"bd93eea8-97e9-480f-9a53-2040d600eaee","peterselie","char-offset:1081","PERSON","","","","","","","",""
"9baa2faa-00f7-4854-89ba-725d28dedd6b","2 teentjes","char-offset:1093","PLACE","","","","","","UNVERIFIED","",""
"21ed4b33-a964-4200-bd06-752c2551e2b0","knoflook","char-offset:1104","PERSON","","","","","","","",""
"bac35510-7843-42e9-a8a2-3c7363af5043","venkelknollen","char-offset:1115","PERSON","","","","","","","",""
"82dc8fce-a581-442d-bbd5-6b6c3f1906ba","500 g","char-offset:1134","PLACE","","","","","","UNVERIFIED","",""
"aecd3e7a-860a-48be-a007-c369acc8347d","450 g","char-offset:1141","PLACE","","","","","","UNVERIFIED","",""
