"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"f8137567-7fd5-49ba-8581-8edc6eb06a89","200 gram","char-offset:39","PLACE","","","","","","UNVERIFIED","",""
"4c992926-edc2-4f2e-b195-6a0e8b59d778","bonen","char-offset:64","PERSON","","","","","","","",""
"386ae729-3a81-4747-9705-f8b3727d0f3f","200 gram","char-offset:71","PLACE","","","","","","UNVERIFIED","",""
"ab847b6e-a241-4674-a631-d2948f5d12ed","uien","char-offset:80","PERSON","","","","","","","",""
"d9be981c-77de-4f52-a5c0-843061666abd","VA theelepel","char-offset:86","EVENT","","","","","","","",""
"6d80486c-8b5f-4749-b6d9-320da1717fc1","paprikapoeder","char-offset:104","PERSON","","","","","","","",""
"472e96d9-4542-4ca1-a50a-169e3c259654","Vi theelepel","char-offset:127","EVENT","","","","","","","",""
"99c5cac2-a5b6-49b2-8ae0-efcd82eab7a3","chilipoeder","char-offset:140","PERSON","","","","","","","",""
"d645389a-bc33-41a7-a002-88b0d1e7d065","Vz","char-offset:153","EVENT","","","","","","","",""
"ac034ce6-7ec1-42dd-a991-3e520c5aa9c9","rode paprika","char-offset:156","PERSON","","","","","","","",""
"9d07192a-0627-4167-834c-3ae3840e74c6","zout","char-offset:189","PERSON","","","","","","","",""
"813a8b20-e935-4647-bd85-f9f9a5ea4854","v/i eetlepel","char-offset:206","EVENT","","","","","","","",""
"644b03cb-a4fa-4b38-94b3-418d9cd13a9d","olie","char-offset:219","PERSON","","","","","","","",""
"a4059ba7-7e84-4c7e-b816-e7a947b70d82","bonen","char-offset:233","PERSON","","","","","","","",""
"01731df0-1917-4ed0-b366-72966c4256c7","uien","char-offset:416","PERSON","","","","","","","",""
"8854ff56-3b49-48a5-9fa0-5a2992e272a3","olie","char-offset:427","PERSON","","","","","","","",""
"68ba1256-485e-4967-9c3c-ae99233e49e2","paprika","char-offset:520","PERSON","","","","","","","",""
"27912b48-b367-4b89-ba13-1ec00ba1d61e","paprikapoeder","char-offset:555","PERSON","","","","","","","",""
"2337cc7c-7bfc-455f-a5c7-57e7a0298191","chilipoeder","char-offset:575","PERSON","","","","","","","",""
"a3804e2c-974f-4217-ab2e-1627628e9270","bonen","char-offset:608","PERSON","","","","","","","",""
"b02021a8-8322-4255-82e3-a8d18c57b2da","paprika","char-offset:734","PERSON","","","","","","","",""
"9b4412fa-dcfc-4d43-8ad0-f7b55a9bdfba","boontjes","char-offset:748","PERSON","","","","","","","",""
