"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"6b314564-3970-4ff0-9498-c1d8944d96f1","zeekooi","char-offset:333","PERSON","","","","","","","",""
"68a0d84f-3d76-4007-ad52-ba7b8ad4f527","sla","char-offset:622","PERSON","","","","","","","",""
"9f8fe885-6590-4e2a-9fcd-8e42228431b4","appelmoes","char-offset:629","PERSON","","","","","","","",""
"c42dad77-90dd-4d23-a39b-e36ab3ddb0a2","1 of 2 handenvol","char-offset:710","PLACE","","","","","","UNVERIFIED","",""
"27a5eaeb-4a8f-4e8d-8975-283ac33c70bd","zeekooi","char-offset:748","PERSON","","","","","","","",""
"43ffe47a-5910-4386-9748-44d6225f5efe","2 eetlepels","char-offset:757","PLACE","","","","","","UNVERIFIED","",""
"1dab40e2-e3c3-4767-9178-7e8d8ed7739b","sesamolie","char-offset:769","PERSON","","","","","","","",""
"89b8cdbf-ce38-4237-9d77-8fee869ada21","klein scheutje","char-offset:780","PLACE","","","","","","UNVERIFIED","",""
"bfa74764-4f1e-4d96-9d99-212f47dda0b7","bouillon","char-offset:795","PERSON","","","","","","","",""
"31c35f0e-6caf-4836-bdd7-259b32c37189","teentje","char-offset:815","PLACE","","","","","","UNVERIFIED","",""
"cde85099-07a7-487e-87b6-35ea56e7126b","knoflook","char-offset:823","PERSON","","","","","","","",""
"62df7dd1-0715-473e-9311-a210647081ef","stukjes","char-offset:955","PLACE","","","","","","UNVERIFIED","",""
"cee2f21e-a1e9-450a-9131-57b2d763d463","olie","char-offset:985","PERSON","","","","","","","",""
"33ab9f54-ac3f-4d1d-bdf3-418f7940fdec","stukjes","char-offset:1044","PLACE","","","","","","UNVERIFIED","",""
"5f999489-a23e-4c6b-a965-173a990cad25","zeekooi","char-offset:1052","PERSON","","","","","","","",""
"b874b973-4077-4bfc-b65e-81008e656066","klein scheutje","char-offset:1090","PLACE","","","","","","UNVERIFIED","",""
"a35003b2-0366-4f33-98e2-694fac02ed22","bouillon","char-offset:1105","PERSON","","","","","","","",""
"7f9eda92-d2d5-4510-afc0-18e7b5a71c31","blokje","char-offset:1115","PLACE","","","","","","UNVERIFIED","",""
"e80ea646-b621-4f33-974f-d01aab64958a","knoflook","char-offset:1201","PERSON","","","","","","","",""
"68cd4453-4cc5-46c3-93a7-da9444add8b8","teentje","char-offset:1232","PLACE","","","","","","UNVERIFIED","",""
"557f4a96-8e85-4198-b4a8-64a69a82fbab","bleekselderij","char-offset:1407","PERSON","","","","","","","",""
"bf09b813-9816-41e4-88a6-1b3bbd4d658a","snijbiet","char-offset:1422","PERSON","","","","","","","",""
"4dab2969-e7be-4331-9da5-47613e8108a0","kardoen","char-offset:1434","PERSON","","","","","","","",""
"ddc20f88-bc11-413b-937e-fb1d409c3549","Kardoen","char-offset:1460","PERSON","","","","","","","",""
"d99f07f4-94a6-4a72-ab6e-fe49bba8bbf5","artisjokken","char-offset:1602","PERSON","","","","","","","",""
