"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"85495038-fcdb-4aaf-ac3b-05174abe3b8b","kersen","char-offset:144","PERSON","","","","","","","",""
"26ef7011-7bce-4c66-b3fa-8181cb35cae1","appels","char-offset:252","PERSON","","","","","","","",""
"0d204d7d-1ee3-41d9-9fa9-99222a58c379","peren","char-offset:273","PERSON","","","","","","","",""
"a62b7aac-3d9c-49a8-9447-2e2c8e1b6292","congnac","char-offset:376","PERSON","","","","","","","",""
"a6d8cab9-1b11-4ebf-8575-9d9ed15e6827","vieux","char-offset:402","PERSON","","","","","","","",""
"0c7a31da-6e94-4f2a-85d4-e87d0ba9a496","armagnac","char-offset:409","PERSON","","","","","","","",""
"c016e7c2-0610-46ca-bba9-1757d44f1879","calvados","char-offset:419","PERSON","","","","","","","",""
"6704f97b-c25e-43f1-b174-21d58f114b3b","appels","char-offset:474","PERSON","","","","","","","",""
"26de5112-87f8-497c-9113-7955a32cd882","150 gram","char-offset:498","PLACE","","","","","","UNVERIFIED","",""
"86c28266-bf0d-4451-8d00-a4a01b98aaed","bloem","char-offset:507","PERSON","","","","","","","",""
"9d5d72f3-507b-4958-9a60-2794b61e0b29","60 gram","char-offset:514","PLACE","http://pleiades.stoa.org/places/594963","Grammion/Gramion","","","unlocated","UNVERIFIED","",""
"4caaa92d-7e69-403a-a887-b3cb9ded0e56","suiker","char-offset:522","PERSON","","","","","","","",""
"6932d353-2145-45ea-bf0c-6f50f06b54da","2 zakjes","char-offset:530","PLACE","","","","","","UNVERIFIED","",""
"8b191ed1-eaf7-4131-954e-35942079ae00","vamllesuiker","char-offset:539","EVENT","","","","","","","",""
"23572143-fc19-4cd9-af65-3fd7ce15cad2","4","char-offset:555","PLACE","http://pleiades.stoa.org/places/856175","4","45.25","35.25","numbered feature","UNVERIFIED","",""
"de84dc75-0142-405a-9e78-c9e04e861809","eieren","char-offset:557","PERSON","","","","","","","",""
"3f2cd2ac-9fb9-49bb-be10-bca68b9df14b","2,5 deciliter","char-offset:567","PLACE","","","","","","UNVERIFIED","",""
"be9d707f-fcf7-41eb-b0fe-bde5d50b2dad","volle melk","char-offset:581","PERSON","","","","","","","",""
"0f03b6cf-1afa-44b2-9ab0-8d7a62f4e116","1 pond","char-offset:615","PLACE","","","","","","UNVERIFIED","",""
"a49133c7-7ccd-4c15-8080-efa79da968ea","appels","char-offset:622","PERSON","","","","","","","",""
"3a287c84-54fb-4904-b047-6ede38b204df","4 eetlepels","char-offset:630","PLACE","","","","","","UNVERIFIED","",""
"e807f802-8fad-4d6a-b1e0-0ed78dd4d5e6","cognac","char-offset:642","PERSON","","","","","","","",""
"4686def5-15aa-4b7a-b661-990e3c715873","poedersuiker","char-offset:650","PERSON","","","","","","","",""
"f47f2c66-361d-4c7d-8262-26014cbae86b","boter","char-offset:664","PERSON","","","","","","","",""
"62dc8365-c5cf-4527-86f0-54c28b4b3426","kaneel","char-offset:687","PERSON","","","","","","","",""
"63d8ab34-0f7d-47cc-99fc-e9b06e00131a","suiker","char-offset:705","PERSON","","","","","","","",""
"d04914b4-9a05-4161-9d9f-f9b5d10acd59","eidooiers","char-offset:805","PERSON","","","","","","","",""
"d5a87037-112d-4976-83f5-2503f1496c55","vanillesuiker","char-offset:881","PERSON","","","","","","","",""
"d76a61c0-379d-4eff-9ed2-78258cb965ca","melk","char-offset:908","PERSON","","","","","","","",""
"2f50d026-c5a4-49f7-8dde-34a8256d17bb","eiwitten","char-offset:1009","PERSON","","","","","","","",""
"562a1ade-a136-424e-b683-472134e516c1","appelen","char-offset:1039","PERSON","","","","","","","",""
"c3d74377-d71d-42fc-a004-14102b8ea8db","crème fraiche","char-offset:1414","PERSON","","","","","","","",""
