"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"f7e2de47-5c7a-4f06-9f09-0a15f6e2a767","sperziebonen","char-offset:203","PERSON","","","","","","","",""
"5c53f51e-07d1-4124-a6c4-4a1e73096eb0","kouseband","char-offset:219","PERSON","","","","","","","",""
"3973c92f-6142-4b92-b17c-f5c351e22381","komkommer","char-offset:235","PERSON","","","","","","","",""
"04940e33-03f2-4909-b00b-66d0b8fb6795","taugé","char-offset:248","PERSON","","","","","","","",""
"58f4d655-16df-4ad6-8d55-305165a32581","2 ons","char-offset:386","PLACE","","","","","","UNVERIFIED","",""
"16d107d3-5599-4720-806d-a540e31fdccc","sperziebonen","char-offset:392","PERSON","","","","","","","",""
"87e6ce50-5745-4f98-9d48-de480fc7d63f","8","char-offset:406","PLACE","http://pleiades.stoa.org/places/612314","8","39.25","29.75","numbered feature","UNVERIFIED","",""
"2503cd91-18ba-4988-8265-ec2aa7cd12b2","witte koolbladeren","char-offset:408","PERSON","","","","","","","",""
"95173c44-fd5e-49ac-861b-0cf34b842668","1","char-offset:428","PLACE","http://pleiades.stoa.org/places/856172","1","45.25","35.25","numbered feature","UNVERIFIED","",""
"ff4eafdd-099f-4f0d-af97-7cad4c87baf9","andijvie","char-offset:450","PERSON","","","","","","","",""
"aaf7385b-539b-4917-9015-e2712864f61f","1 ons","char-offset:460","PLACE","","","","","","UNVERIFIED","",""
"bbae6956-81d4-4522-8d7e-bac3939a95b5","taugé","char-offset:466","PERSON","","","","","","","",""
"7f894c8b-340b-4f75-a8b5-2b8eeb8f4d57","komkommer","char-offset:477","PERSON","","","","","","","",""
"4ca2e956-b6f5-4eeb-b8d2-8dc08f7f06a8","2","char-offset:502","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"003ae66d-8be0-48b2-8928-6e6c10f44790","sjalotjes","char-offset:504","PERSON","","","","","","","",""
"167d3368-14e7-4ada-b27a-f673a1503482","5","char-offset:515","PLACE","http://pleiades.stoa.org/places/856176","5","45.25","35.25","numbered feature","UNVERIFIED","",""
"4372bdc7-98fb-4729-ba17-e2f6c79bf53c","rode pepertjes","char-offset:527","PERSON","","","","","","","",""
"20da6b4f-8569-462d-a5af-767962a66b65","1 teentje","char-offset:543","PLACE","","","","","","UNVERIFIED","",""
"91a6527d-ce66-4266-a625-a3ec544c2441","knoflook","char-offset:553","PERSON","","","","","","","",""
"47ec8749-85ff-47c3-894c-7b9c507206fc","2","char-offset:563","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"d198e502-e79b-4481-b69c-22c3306ade52","citroenbladeren","char-offset:565","PERSON","","","","","","","",""
"cbaff812-81c4-4ff9-ac74-7c62d432ac85","djeroek poeroet","char-offset:582","PERSON","","","","","","","",""
"9d63993c-3d9d-4aed-ba78-60a936b93017","pindakaas","char-offset:608","PERSON","","","","","","","",""
"c01ae2df-65c7-43e4-98c7-50bdf62c702a","santen","char-offset:632","PERSON","","","","","","","",""
"0694e4ba-f4a5-4d25-95dd-56a48c7bb2eb","20 gram","char-offset:640","PLACE","","","","","","UNVERIFIED","",""
"e22fb5f2-6008-4521-abc1-a587bfcefbd1","1 eetlepel","char-offset:650","PLACE","","","","","","UNVERIFIED","",""
"cc97025c-c0d2-420e-9c2d-b1281b43f8f8","tamarindepasta","char-offset:661","PERSON","","","","","","","",""
"5e3d3d76-609d-431c-a9e6-dd901f160bce","2 eetlepels","char-offset:677","PLACE","","","","","","UNVERIFIED","",""
"7a9fdfa1-97fc-4773-a42a-05dd1b820028","ketjap manis","char-offset:689","PERSON","","","","","","","",""
