"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"83b66598-c34c-4ad9-af72-54e1514f465d","200 gram","char-offset:165","PLACE","","","","","","UNVERIFIED","",""
"612552cb-a406-43c9-97a8-cfc6119fcefb","bloem","char-offset:174","PERSON","","","","","","","",""
"4e340b33-3b66-48e6-b9e9-afcbcea3fbd9","een klein mespuntje","char-offset:181","PLACE","","","","","","UNVERIFIED","",""
"efe9a1bd-1c54-4dc0-b9fe-76a9db2825fb","bakpoeder","char-offset:201","PERSON","","","","","","","",""
"7b169f30-6738-4eb5-86cf-c658773e9731","een snuifje","char-offset:212","PLACE","","","","","","UNVERIFIED","",""
"47f78498-4538-495b-89f6-490e7e63ea36","zout","char-offset:224","PERSON","","","","","","","",""
"e2e254b1-b8f2-4131-8137-71849242302c","150 gram","char-offset:230","PLACE","","","","","","UNVERIFIED","",""
"236307dd-23ca-4f14-8fa1-d7f0e227d082","boter","char-offset:239","PERSON","","","","","","","",""
"d55dc9cc-4f56-4452-96d0-d933d3e2b2bb","100 gram","char-offset:246","PLACE","","","","","","UNVERIFIED","",""
"1ce365ef-722f-4a5e-8be2-2509ea1b0a40","bruine basterdsuiker","char-offset:255","PERSON","","","","","","","",""
"090fe6e7-7385-4e92-8f48-1b74836907cf","1 eetlepel","char-offset:277","PLACE","","","","","","UNVERIFIED","",""
"324dae42-7b97-469e-91a9-e7ac3d449352","honing","char-offset:288","PERSON","","","","","","","",""
"779e01f1-aed4-44e9-ae46-03a5b728f499","2 eetlepels","char-offset:296","PLACE","","","","","","UNVERIFIED","",""
"eccd71ed-b843-4810-8bea-80adab17d520","speculaaskruiden","char-offset:308","PERSON","","","","","","","",""
