"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"0d749928-2b70-4e82-bb30-358477dc29ca","flinke","char-offset:196","PLACE","","","","","","UNVERIFIED","",""
"8703f708-5dd9-42df-856e-43d065b7bbff","uien","char-offset:203","PERSON","","","","","","","",""
"9ff38034-d531-4d62-8b86-0cb7e5d886ed","2 flinke lepels","char-offset:252","PLACE","","","","","","UNVERIFIED","",""
"05e04d14-d8d8-4b37-afd1-e3e5b3326e3f","boter","char-offset:268","PERSON","","","","","","","",""
"c8668f62-014e-43c8-a5a0-64f5c805d927","olie","char-offset:277","PERSON","","","","","","","",""
"668948b8-6eff-4276-86c7-c99686015bba","zout","char-offset:349","PERSON","","","","","","","",""
"36a381f8-dfc3-4194-bfb0-b353b97e09bb","peper","char-offset:374","PERSON","","","","","","","",""
"f3e3d513-f205-446e-ba71-eac7d5f163d1","een klein scheutje","char-offset:381","PLACE","","","","","","UNVERIFIED","",""
"9958c2e7-fba3-46b3-9cca-143f6f9ad586","witte wijn","char-offset:400","PERSON","","","","","","","",""
"ebd48288-5fd9-42b5-ac56-610cffd57961","een liter","char-offset:481","PLACE","","","","","","UNVERIFIED","",""
"461298b7-20e1-4860-aebd-369f40f4ccff","water","char-offset:491","PERSON","","","","","","","",""
"946a07f7-9aa0-409e-9fba-03f143c41bc5","bouillon","char-offset:500","PERSON","","","","","","","",""
"39aa7881-e632-4101-98b8-8b23d3cb4321","2","char-offset:553","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"b71b1617-1d63-4979-91e8-afde8d3554e4","eidooiers","char-offset:555","PERSON","","","","","","","",""
"cac659de-80f8-405b-82e6-94b5f30970c1","wat","char-offset:573","PLACE","http://sws.geonames.org/1605062","Wat Bot","16.98114","100.33195","","UNVERIFIED","",""
"648cdee7-97de-45bb-a617-b68a391660f6","wijnazijn","char-offset:577","PERSON","","","","","","","",""
"f05de881-4cc3-48ff-a9c8-238f1277b654","een beetje","char-offset:590","PLACE","","","","","","UNVERIFIED","",""
"52fee7f2-278e-4c1c-abdc-35d19de7b67e","hete soep","char-offset:608","PERSON","","","","","","","",""
"0f54308c-4fbd-45f5-903e-975cac3c1975","Frans brood","char-offset:690","PERSON","","","","","","","",""
