"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"a493175f-53cb-4644-8d47-323c1af0426b","Tagliatelle","char-offset:34","PERSON","","","","","","","",""
"b9d1c00c-a293-42f3-8fc7-64abc670307c","400 gram","char-offset:173","PLACE","","","","","","UNVERIFIED","",""
"2fc6ae39-ef97-4091-8703-9363f43c309e","lintmarc roni;","char-offset:182","EVENT","","","","","","","",""
"2820fde6-3f57-4b2d-8702-7c584ac99043","water","char-offset:202","PERSON","","","","","","","",""
"7e988961-ec44-4a9f-b634-d2372ec9249b","zout","char-offset:216","PERSON","","","","","","","",""
"7efe0376-bfcc-49cf-8a91-b1380add19e3","een paar druppels","char-offset:223","PLACE","","","","","","UNVERIFIED","",""
"244e8569-0bef-49a1-8033-27709cc4880d","olijfolie","char-offset:241","PERSON","","","","","","","",""
"0489cf75-6409-480c-b4da-c7aea94a09ca","2 eetlepels","char-offset:265","PLACE","","","","","","UNVERIFIED","",""
"1f511fa9-8ce2-4003-b1c9-91b941d428a2","boter","char-offset:277","PERSON","","","","","","","",""
"e5ef683b-8773-4235-9c05-4febac9b7a64","1","char-offset:284","PLACE","http://pleiades.stoa.org/places/856172","1","45.25","35.25","numbered feature","UNVERIFIED","",""
"7614cbf1-9216-40b3-9906-8605c9b7e09e","knoflookteen","char-offset:298","PERSON","","","","","","","",""
"ce2e19af-ace2-49bb-bcc5-a6bf2f974bc6","1","char-offset:312","PLACE","http://pleiades.stoa.org/places/856172","1","45.25","35.25","numbered feature","UNVERIFIED","",""
"78c4715c-824c-41b2-af74-8c6ca2d0022b","sjalotje","char-offset:328","PERSON","","","","","","","",""
"97445d50-5c00-437b-b25c-89f205bb36df","4","char-offset:338","PLACE","http://pleiades.stoa.org/places/856175","4","45.25","35.25","numbered feature","UNVERIFIED","",""
"d96afdce-98b1-4058-a452-69bb48598c3d","basilicumblaadje","char-offset:346","PERSON","","","","","","","",""
"0d447905-e613-4644-ae24-ab4d3a65bdcc","1 theelepel","char-offset:377","PLACE","","","","","","UNVERIFIED","",""
"a2a731b0-1f1c-4f58-80a3-e273370d2041","gedroogi basilicum","char-offset:389","EVENT","","","","","","","",""
