"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"0141dcba-b514-438b-8d46-d41a9e994a85","boter","char-offset:317","PERSON","","","","","","","",""
"045d9acc-b9fc-46f1-8495-7a5026363ddc","500 gram","char-offset:323","PLACE","","","","","","UNVERIFIED","",""
"540dada4-a925-4bc1-a167-d6a5991ae0d1","knolselderij","char-offset:332","PERSON","","","","","","","",""
"b109622d-b08b-49ce-abbd-252b371431d8","t Watjes","char-offset:373","EVENT","","","","","","","",""
"d5050272-835f-4227-bd5e-883b0481bbc0","kippebouillon","char-offset:405","PERSON","","","","","","","",""
"fd4e4e9f-21f9-4b0f-8488-fce9f3f193e0","50 gram","char-offset:419","PLACE","","","","","","UNVERIFIED","",""
"a6edc50b-5ec4-4aca-99bb-fa9be198ae41","aardappels","char-offset:427","PERSON","","","","","","","",""
"dcf18439-a276-465a-9759-22fea142df04","z °ut","char-offset:470","EVENT","","","","","","","",""
"5a8e8d2c-1f1e-41d5-a746-a77d438bee12","peper","char-offset:491","PERSON","","","","","","","",""
"4707928c-e236-4b86-aa93-3a42efe397a8","deciliter","char-offset:497","PLACE","","","","","","UNVERIFIED","",""
"5f5224b2-0122-4a2d-9f4c-d29bad9a39fb","slagroom","char-offset:507","PERSON","","","","","","","",""
"e5700382-e3b7-4b6e-84ca-444f5c41ce3d","eierdooiers","char-offset:520","PERSON","","","","","","","",""
"6842b267-7013-4972-9c18-64e24f7ab896","3 eetlepels","char-offset:532","PLACE","","","","","","UNVERIFIED","",""
"f8a8453f-6842-4dec-ab4e-2f45c7645593","peterselie","char-offset:552","PERSON","","","","","","","",""
"6d8fa962-ebb7-4140-a2d3-c49abd33e378","boter","char-offset:584","PERSON","","","","","","","",""
"6d18c492-f8e5-49eb-8775-24abe16e025f","knolselderij","char-offset:651","PERSON","","","","","","","",""
"8d8a9b95-122c-4d3a-824b-73ecb9256c95","sjalotjes","char-offset:670","PERSON","","","","","","","",""
"a33c27f8-1ae9-4b29-a506-9247d0afbfb0","kipwuillon","char-offset:740","EVENT","","","","","","","",""
"9e759358-eacf-487f-914c-85fd99f6f437","aardappels","char-offset:766","PERSON","","","","","","","",""
"2efa849e-ab5e-4f97-9583-2be2582c39c0","zout","char-offset:798","PERSON","","","","","","","",""
"9dbaf71e-ca47-44e6-904d-564f1827677b","pehpt","char-offset:806","EVENT","","","","","","","",""
"5fd794d5-be71-4fdb-a95f-bc575d1e120b","slagroom","char-offset:1089","PERSON","","","","","","","",""
"41120cb5-b054-44cd-ab81-acba1243044d","eierdooiers","char-offset:1104","PERSON","","","","","","","",""
"22ce7f43-5985-4639-bb93-d4cf8be1c285","peterselie","char-offset:1390","PERSON","","","","","","","",""
