"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"7e463a4f-fc4a-4ed8-a3d1-2c93c10d6190","1","char-offset:136","PLACE","http://pleiades.stoa.org/places/856172","1","45.25","35.25","numbered feature","UNVERIFIED","",""
"91af8cd9-fed7-4f84-a584-24254128bf47","prei","char-offset:138","PERSON","","","","","","","",""
"95651be2-fe1a-44a6-afd6-16be223e920a","prei","char-offset:165","PERSON","","","","","","","",""
"49ba1012-3e57-471f-88c6-40e1d7de08c6","100 gram","char-offset:171","PLACE","","","","","","UNVERIFIED","",""
"b293b2f3-03d7-4c39-9f99-94c4f621ddd2","macaroni","char-offset:180","PERSON","","","","","","","",""
"abd3071e-43cf-4bf7-8235-14f958affd61","peper","char-offset:189","PERSON","","","","","","","",""
"c1b89cba-72c1-496b-9d1a-861e709346ae","100 gram","char-offset:195","PLACE","","","","","","UNVERIFIED","",""
"115a9e1e-cc25-49b5-b2ac-7ce7f892b86f","gerookte zalmsnippers","char-offset:204","PERSON","","","","","","","",""
"2b4505fc-abaf-48eb-a8be-f27615c02449","crème fraiche","char-offset:247","PERSON","","","","","","","",""
"c78c56e6-70dd-4f5f-adb0-cc13ca0df39f","koffieroom","char-offset:277","PERSON","","","","","","","",""
"c2563f6f-dd3d-478f-91e4-cbe74cf6b757","prei","char-offset:296","PERSON","","","","","","","",""
"0f49c8e9-f78f-4fa5-be1b-19eda20810a6","macar °ni","char-offset:329","EVENT","","","","","","","",""
"afab4c8a-8225-45dc-a403-5d94a04144ce","zout","char-offset:357","PERSON","","","","","","","",""
"d347d4f2-0c9f-4e05-9c3c-191422d16227","prei","char-offset:400","PERSON","","","","","","","",""
"8de28f6d-e596-4d6e-9f83-8bb58b0cd3ab","msn ippers","char-offset:462","EVENT","","","","","","","",""
"9672fcb8-955e-43dd-9e10-94f396b2175c","crème fraiche","char-offset:479","PERSON","","","","","","","",""
"343b4ef2-37ef-4e4f-ae85-cd320fe62ade","peper","char-offset:561","PERSON","","","","","","","",""
