"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"f2501bfe-51ea-497e-87e9-76cbf378b405","frambozen","char-offset:222","PERSON","","","","","","","",""
"8d11c8f5-0749-4a44-8f15-75188391077e","aardbeien","char-offset:235","PERSON","","","","","","","",""
"13defd20-b3b9-436d-aa47-67070a34ec9a","suiker","char-offset:276","PERSON","","","","","","","",""
"5086934c-4c25-40cf-91f4-d6d5e3977c9b","kirsch","char-offset:299","PERSON","","","","","","","",""
"306e6af4-d158-45ae-bb45-8c83ba56f4ac","4","char-offset:338","PLACE","http://pleiades.stoa.org/places/856175","4","45.25","35.25","numbered feature","UNVERIFIED","",""
"1820a6d9-8191-409d-bfda-de751aa0c7bc","perziken","char-offset:340","PERSON","","","","","","","",""
"36f7733c-3dc2-47d8-acd1-3f4e1637b8e3","2 afgestreken eetlepels","char-offset:349","PLACE","","","","","","UNVERIFIED","",""
"01e60bf3-483c-4734-8e81-1903012b124b","witte basterdsuiker","char-offset:373","PERSON","","","","","","","",""
"345b78af-6ee9-42d6-82dd-925eb27cc171","40 gram","char-offset:393","PLACE","","","","","","UNVERIFIED","",""
"2d3d35b2-1e15-491d-bfe3-c22bcb2a6850","suiker","char-offset:401","PERSON","","","","","","","",""
"5f4d2a0a-3271-4922-a9fe-a1ff3a5fb25b","1 eetlepel","char-offset:408","PLACE","","","","","","UNVERIFIED","",""
"7aaac468-a10e-4146-8199-95c7d4407d12","kirsch","char-offset:419","PERSON","","","","","","","",""
"bb8bb2c5-8a4e-45de-8a20-2a3c59a3c4bd","1 dl","char-offset:426","PLACE","","","","","","UNVERIFIED","",""
"f202f0c2-bddf-4be4-9255-bd2771f6f23c","melk","char-offset:431","PERSON","","","","","","","",""
"ffeffe1d-bdef-40d1-9273-ec016bcd3224","2","char-offset:436","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"fac19ac2-980b-46b0-8858-dedb5054310e","eidooiers","char-offset:438","PERSON","","","","","","","",""
"3b6ac401-da30-4b97-a78b-c4f565fb4009","2","char-offset:448","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"776b28c0-61f8-4b0a-9c19-056106101825","eiwitten","char-offset:450","PERSON","","","","","","","",""
"a27c77ff-08b8-4d78-bdd1-54f27f8835d4","een snuf","char-offset:459","PLACE","","","","","","UNVERIFIED","",""
"ebe436b5-93f7-4ad4-b7f5-ccb95ae1c420","zout","char-offset:468","PERSON","","","","","","","",""
"c3d8e765-79b4-4e17-ac1c-3ed2d34fec4e","10 gram","char-offset:473","PLACE","","","","","","UNVERIFIED","",""
"d8006614-da14-4b1b-b01f-b107fd214e20","boter","char-offset:481","PERSON","","","","","","","",""
"d18c39cd-e863-4249-a5e8-4359c03bd772","25 gram","char-offset:487","PLACE","","","","","","UNVERIFIED","",""
"efc4e851-7cdb-4aee-a283-f85376f2e95a","bloem","char-offset:495","PERSON","","","","","","","",""
"b457dae7-1ed2-468f-8ea6-39e9ee874daf","2 eetlepels","char-offset:606","PLACE","","","","","","UNVERIFIED","",""
"34b16008-c48d-4cdf-8a0e-75e2b32922c1","40 gram","char-offset:747","PLACE","","","","","","UNVERIFIED","",""
"f73d16c1-ffd0-4716-b767-3205877b37e0","een snuf","char-offset:765","PLACE","","","","","","UNVERIFIED","",""
"e87cf96a-1caf-4480-a3d0-1846d9e244a1","room","char-offset:1258","PERSON","","","","","","","",""
"eb819940-fb6e-4585-9e6c-78f3d98c440b","eieren","char-offset:1486","PERSON","","","","","","","",""
