"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"9bb580b4-a73a-4787-9afd-c5f6b7071188","300 gram","char-offset:359","PLACE","","","","","","UNVERIFIED","",""
"289aea78-8b85-4f25-9d54-e25727542205","aardappels","char-offset:368","PERSON","","","","","","","",""
"5e77c3f4-2b8c-4177-91e4-a3959d206977","een potje","char-offset:379","PLACE","","","","","","UNVERIFIED","",""
"83fc2c8c-2ca9-4313-952d-6a562e534467","sperzieboontjes","char-offset:389","PERSON","","","","","","","",""
"9a3242f0-2f87-442d-a88e-74cf255f5a63","1 kleine","char-offset:405","PLACE","","","","","","UNVERIFIED","",""
"39e2335b-f347-4327-9c8d-a52a699da467","ui","char-offset:414","PERSON","","","","","","","",""
"b9c76fdb-69c7-4141-a2d8-2435864923f9","300 gram","char-offset:425","PLACE","","","","","","UNVERIFIED","",""
"92774ad0-33b2-4e4c-a608-b2eea133dc92","appels","char-offset:434","PERSON","","","","","","","",""
"01be8cc0-be36-47c1-8767-ee5cdf8f77d0","2","char-offset:441","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"42ab3e8a-f542-4968-a917-869de35d76ce","eieren","char-offset:443","PERSON","","","","","","","",""
"bf8aad12-35de-408f-ac93-50a1c6e6e4a5","suiker","char-offset:450","PERSON","","","","","","","",""
"6ff99016-fa27-4389-bc2c-efcbab46d4cb","azijn","char-offset:458","PERSON","","","","","","","",""
"aa8cff19-67a3-4b63-9702-b65e0d099ad9","mosterd","char-offset:464","PERSON","","","","","","","",""
"0a4c331d-ba43-426d-89b6-7cc2b0d1e749","citroen","char-offset:474","PERSON","","","","","","","",""
"f7278bcb-a8fd-4b58-9c18-3195f9a775bc","2 dl","char-offset:482","PLACE","","","","","","UNVERIFIED","",""
"5c75b939-19d3-48bd-8cc5-d35ce5b89d08","zure room","char-offset:487","PERSON","","","","","","","",""
"8ad614a1-2f20-401d-a671-894c7edacfdb","2 eetlepels","char-offset:497","PLACE","","","","","","UNVERIFIED","",""
"2f85c140-f36a-44a8-a362-df0773b0e1c1","olie","char-offset:509","PERSON","","","","","","","",""
"51c9a1d5-5686-4ac6-b655-09e7bf431f17","1 kg","char-offset:1219","PLACE","","","","","","UNVERIFIED","",""
"f0b70509-713d-4a49-915e-5adcfa857357","aardappels","char-offset:1224","PERSON","","","","","","","",""
"ed3ef0a0-ec0b-4818-bf41-d2f95f7c2060","6-8","char-offset:1235","PLACE","http://pleiades.stoa.org/places/579863","Anagyrous|Anagyrous, Vari [I - coast - 6(8)]","37.8300155","23.804843","settlement","UNVERIFIED","",""
"33b3ada1-54fe-4993-85b3-a7d6e23fd61c","eieren","char-offset:1239","PERSON","","","","","","","",""
"ed7246bb-13c2-4bb4-873b-44caa917048c","olie","char-offset:1246","PERSON","","","","","","","",""
"467333c8-410b-4421-8d4f-753d85e13d8c","zout","char-offset:1251","PERSON","","","","","","","",""
"e1dd4ec5-331d-483c-940e-452929f07edc","aromat","char-offset:1259","PERSON","","","","","","","",""
"7a61112f-d366-4bd8-b8c9-50f6744189ae","peper","char-offset:1266","PERSON","","","","","","","",""
"f23e647d-50dd-4015-b77c-321e395b97c8","1 bosje","char-offset:1272","PLACE","","","","","","UNVERIFIED","",""
"3be3ba76-3b01-4c08-9e19-784c99284737","peterselie","char-offset:1280","PERSON","","","","","","","",""
"517bdbd6-22b2-465b-b193-6fa0d4208b71","spinazie","char-offset:1723","PERSON","","","","","","","",""
"5a4e63a8-e19e-476e-8762-7994ee9c61cc","zoetzuur","char-offset:1733","PERSON","","","","","","","",""
"e37ae7c4-63b2-4bf5-89b1-699f0064bcf5","komkommers","char-offset:1743","PERSON","","","","","","","",""
"9ee0123e-73e6-479b-8c48-87be3dfd492d","sla","char-offset:1757","PERSON","","","","","","","",""
