"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"ce4c208d-9523-4dcc-b2a3-763f99640e99","1 potje","char-offset:146","PLACE","","","","","","UNVERIFIED","",""
"ee06b1d4-160e-4a7c-a0b0-96f75f6db469","bakkershoning","char-offset:154","PERSON","","","","","","","",""
"31c194a1-6350-4b06-82b8-e6d5ac37bbcf","4","char-offset:169","PLACE","http://pleiades.stoa.org/places/856175","4","45.25","35.25","numbered feature","UNVERIFIED","",""
"d0ef7684-f9e2-42d5-a99c-03d9dff4a1da","eieren","char-offset:171","PERSON","","","","","","","",""
"c14c199e-a90f-462f-b970-b9c2fde13a68","60 gram","char-offset:179","PLACE","http://pleiades.stoa.org/places/594963","Grammion/Gramion","","","unlocated","UNVERIFIED","",""
"03263f7b-2994-4120-9b02-34ff132a2ccf","suiker","char-offset:187","PERSON","","","","","","","",""
"d674e6cc-cd94-4d04-8997-27567184709d","500 gram","char-offset:195","PLACE","","","","","","UNVERIFIED","",""
"ba8873ae-739f-45d8-b5e1-e22a01547b14","bloem","char-offset:204","PERSON","","","","","","","",""
"f0ea5efe-3fa2-4e46-b3b6-32eca4cc82f3","dubbelkoolzure soda","char-offset:227","PERSON","","","","","","","",""
"ff2ae911-004c-495c-a248-1d930f80a831","één","char-offset:267","PLACE","","","","","","UNVERIFIED","",""
"aa379f2b-a9c6-48b1-9345-90aeb3f884c0","citroen","char-offset:271","PERSON","","","","","","","",""
"86dd3f0b-7b99-486e-ba80-b4346bdfe1f7","2 theelepels","char-offset:280","PLACE","","","","","","UNVERIFIED","",""
"ccd9b78d-aa53-487b-9d90-65ac51b61ffa","kaneel","char-offset:293","PERSON","","","","","","","",""
"5e182f85-d871-425f-a10e-91e7249ae150","2 theelepels","char-offset:301","PLACE","","","","","","UNVERIFIED","",""
"6fea8ff6-8c60-4d8c-b8f7-de5610fe535c","kruidnagelpoeder","char-offset:314","PERSON","","","","","","","",""
"2dc54d6f-82b6-43cf-a886-c7bdf4f292bd","75 gram","char-offset:332","PLACE","","","","","","UNVERIFIED","",""
"b8fbfa73-aabd-41fb-bc7d-0264358e0b33","walnoten","char-offset:340","PERSON","","","","","","","",""
"e22dd84f-4ab0-42f7-8d0c-6c4a49a294e2","amandelen","char-offset:352","PERSON","","","","","","","",""
