"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"d08c40ea-b55a-4522-ae02-7a69ce2931bf","500 gram","char-offset:432","PLACE","","","","","","UNVERIFIED","",""
"995db2d7-42cd-46d6-9bc7-39f120a340f4","aardappelen","char-offset:451","PERSON","","","","","","","",""
"5583eb60-d19a-4038-b629-0e328d52ce5d","zout","char-offset:464","PERSON","","","","","","","",""
"59a8dcf9-ea12-4113-89bd-b9cb8baac3a0","2 eetlepels","char-offset:470","PLACE","","","","","","UNVERIFIED","",""
"08989313-e4a8-4be3-91a4-d78ee363e66a","bloem","char-offset:482","PERSON","","","","","","","",""
"5bf92ad0-90fe-4a3c-ab76-40cb4f0d26d5","1","char-offset:489","PLACE","http://pleiades.stoa.org/places/856172","1","45.25","35.25","numbered feature","UNVERIFIED","",""
"42147ec1-a73f-4a91-841b-6f0b709817e5","eidooier","char-offset:491","PERSON","","","","","","","",""
"ee635878-867c-478b-bf28-d29926ec1a1c","peper","char-offset:501","PERSON","","","","","","","",""
"d0b9da25-b7c8-44c2-9a5f-82afe825a061","nootmuskaat","char-offset:508","PERSON","","","","","","","",""
"b3dfb9f1-dbac-4f2f-9ac6-52eca5f4aa29","1","char-offset:521","PLACE","http://pleiades.stoa.org/places/856172","1","45.25","35.25","numbered feature","UNVERIFIED","",""
"d5ebf060-2f6e-43b7-a6be-55b351108492","ei","char-offset:523","PERSON","","","","","","","",""
"c28496be-0288-4c4a-a653-bc07128bdf72","amandelen","char-offset:538","PERSON","","","","","","","",""
"421fe0b6-2d9f-4a86-a029-e1e954be50d6","frituurvet of -olie","char-offset:549","PERSON","","","","","","","",""
"842defe8-643a-4702-9d6a-c60b6e1ab61d","250 gram","char-offset:587","PLACE","","","","","","UNVERIFIED","",""
"da1748f6-2086-4925-a401-e650284356a1","geitekaas","char-offset:596","PERSON","","","","","","","",""
"c546d666-424a-4c82-83a6-63318bffad96","een reepje","char-offset:1743","PLACE","","","","","","UNVERIFIED","",""
"8a0da859-6b74-4e87-80e2-ed1d395436c5","ham","char-offset:1754","PERSON","","","","","","","",""
"7fabe9a5-b865-4c18-b71a-6c43b2a62580","salami","char-offset:1761","PERSON","","","","","","","",""
"0ba8ff0e-6d2b-464e-83a8-90e979ce48ed","leidsekaas","char-offset:1769","PERSON","","","","","","","",""
"b3b53485-3829-4e75-aad6-9edf4c9b254a","een grote","char-offset:1781","PLACE","","","","","","UNVERIFIED","",""
"00627fb5-590e-4118-a63e-8a8bb57e2122","garnaal","char-offset:1791","PERSON","","","","","","","",""
"a8c9ef2d-93d2-448f-91c0-34d3c9f70c11","een reepje","char-offset:1802","PLACE","","","","","","UNVERIFIED","",""
"3d4c064b-89ef-4ab6-80e9-6ad559dfb57a","rookworst","char-offset:1813","PERSON","","","","","","","",""
"79d6f375-5c6f-4543-9eae-fd6d159b3b38","een reepje","char-offset:1830","PLACE","","","","","","UNVERIFIED","",""
"999caf6b-3778-4c69-a427-9b88517701c3","groente","char-offset:1876","PERSON","","","","","","","",""
