"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"995e137c-7620-425d-acbc-8cedd73a2f57","wat","char-offset:443","PLACE","http://sws.geonames.org/1605062","Wat Bot","16.98114","100.33195","","UNVERIFIED","",""
"d918450b-1605-40ed-9742-76781e46afe6","rijstebloem","char-offset:447","PERSON","","","","","","","",""
"3ab822ab-2bfd-4e99-aefc-f61e1994a32a","kippevlees","char-offset:472","PERSON","","","","","","","",""
"cb492115-a5cf-47bc-975c-3207b45f1f02","enkele","char-offset:498","PLACE","","","","","","UNVERIFIED","",""
"e6960966-dc37-4441-9851-58d828faaee3","stukjes","char-offset:511","PLACE","","","","","","UNVERIFIED","",""
"71631e8e-6e6f-4994-bfaf-ecd793467712","blanke kip","char-offset:519","PERSON","","","","","","","",""
"c4440854-57b1-4a41-bfd4-242358a2a304","bouillon","char-offset:556","PERSON","","","","","","","",""
"604f27d3-3937-4414-8662-c25a1f7ce428","2 liter","char-offset:569","PLACE","","","","","","UNVERIFIED","",""
"550b9ae8-aff5-4442-8d23-280be6858d2f","water","char-offset:577","PERSON","","","","","","","",""
"0c229d6a-ce1a-4ab3-9ec2-33889467178a","vier","char-offset:584","PLACE","http://sws.geonames.org/662957","Vierșani","44.87875","23.5312","","UNVERIFIED","",""
"695e69d1-7099-469c-b76a-d42ba399bd56","kipkarkassen","char-offset:589","PERSON","","","","","","","",""
"6a784455-cbcc-4c3c-a3ee-90dc7915b228","500 g","char-offset:603","PLACE","","","","","","UNVERIFIED","",""
"d7933887-1b20-46ca-b302-75f40665f791","kippemaagjes en -levertjes","char-offset:609","PERSON","","","","","","","",""
"5408f68b-cbab-447e-b2c4-1bfb749b9847","zestal","char-offset:641","PLACE","","","","","","UNVERIFIED","",""
"eabc39d7-671c-4fbc-bed3-e41f64934aaf","kippenekjes","char-offset:648","PERSON","","","","","","","",""
"ff2205d9-da37-42e8-96ae-a5c1764c2770","1 grote","char-offset:661","PLACE","","","","","","UNVERIFIED","",""
"7c768593-da57-46f0-88b5-94535df3e50e","ui","char-offset:669","PERSON","","","","","","","",""
"6c14daa6-5e0a-432e-8255-3c0cc4bf48a2","kruidnagels","char-offset:674","PERSON","","","","","","","",""
"6caa3e4d-eb8c-469d-977c-6a89eed3bdbb","2 hele","char-offset:687","PLACE","","","","","","UNVERIFIED","",""
"572d7b25-c85b-4ad9-8cd2-ebd85a58560d","preitjes","char-offset:694","PERSON","","","","","","","",""
