"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"8b02c022-2651-4f3a-be19-6243dd1d0b03","runderlapjes","char-offset:84","PERSON","","","","","","","",""
"d19167c3-e7bf-4e2a-9f15-22ab30335e42","stukje","char-offset:97","PLACE","","","","","","UNVERIFIED","",""
"70ae3421-1669-470a-b1e2-37f2604b3947","gember","char-offset:120","PERSON","","","","","","","",""
"f4beee0e-1b91-4433-9420-641743463120","knoflook","char-offset:155","PERSON","","","","","","","",""
"cfba4a10-92e6-48ff-ba92-fdc66efffa30","palmsuiker","char-offset:181","PERSON","","","","","","","",""
"1efa3fcd-92e4-466e-8374-ec84c2946e55","sojasaus","char-offset:201","PERSON","","","","","","","",""
"d7dbd564-7cf5-4c01-8cd5-f5fcf91f30ca","gedroogde Chinese paddestoelen","char-offset:219","PERSON","","","","","","","",""
"770cb76f-fced-4323-97aa-d6afd7be3ca0","Mtaardige olie","char-offset:250","EVENT","","","","","","","",""
"910e3203-b1fb-4e4b-9a3e-ebac823f4ec2","sjalotjes","char-offset:265","PERSON","","","","","","","",""
"6734f49d-ff92-46f2-9a86-75a760f8dc2b","rode chilipepers","char-offset:304","PERSON","","","","","","","",""
"5ae10200-f4c2-4764-8f6e-8925a4731e77","gele of rode paprika","char-offset:372","PERSON","","","","","","","",""
"efd6d561-bea2-4c31-af62-e9559cfa184a","blokje","char-offset:446","PLACE","","","","","","UNVERIFIED","",""
"ceca74a1-4d23-423c-b1ca-7ef81c356f4c","runderbouillon","char-offset:453","PERSON","","","","","","","",""
"f2711ebb-b781-4c8e-8388-5b207f22363f","water","char-offset:499","PERSON","","","","","","","",""
"0567d779-1504-491e-9aec-e575dca45d5d","eetlepel","char-offset:505","PLACE","","","","","","UNVERIFIED","",""
"3215fa86-3f74-4a83-8be5-e777d0782898","maizena","char-offset:514","PERSON","","","","","","","",""
"fba19bdf-e77e-43f0-8371-f57f9c2ea176","2 eetlepels","char-offset:522","PLACE","","","","","","UNVERIFIED","",""
"95892e49-f1aa-4fb2-a497-551ed00595bb","nam pla","char-offset:534","PERSON","","","","","","","",""
"322f8c89-cba2-4c15-bbc6-3a272025236f","knof'°ok","char-offset:648","EVENT","","","","","","","",""
