"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"6c45834a-11b0-4876-b483-901e515e0aee","1 kilo","char-offset:578","PLACE","","","","","","UNVERIFIED","",""
"9d501b8b-b232-4e64-82b8-6a2fd6225eb9","witte asperges","char-offset:585","PERSON","","","","","","","",""
"3c45a448-aa3c-483a-94c5-bb1c96f01273","250 gram","char-offset:600","PLACE","","","","","","UNVERIFIED","",""
"0b3f621c-1231-4dae-bbe0-3644d75c169b","groene asperges","char-offset:609","PERSON","","","","","","","",""
"4d5f7620-90a9-42c5-a45a-fea024829f65","boter","char-offset:632","PERSON","","","","","","","",""
"01fce022-fa27-4fc0-9817-d5e4474f1b2f","45 gram","char-offset:638","PLACE","http://pleiades.stoa.org/places/594963","Grammion/Gramion","","","unlocated","UNVERIFIED","",""
"515835c0-1e5f-46a5-a394-7fb28fafde84","bloem","char-offset:646","PERSON","","","","","","","",""
"80d2b870-6130-46de-b96c-54f8314071a3","1 1/2 liter","char-offset:652","PLACE","","","","","","UNVERIFIED","",""
"b61d9f7e-0fb2-4f6f-ab43-bd08989dee22","aspergebouillon","char-offset:664","PERSON","","","","","","","",""
"416aed94-6c78-4173-8092-144a1a2e151c","l °ut","char-offset:680","EVENT","","","","","","","",""
"ca204d84-ed51-4d0f-8a14-8b9d388c22b6","peper","char-offset:701","PERSON","","","","","","","",""
"f3eca8a9-2e62-4d79-bd37-7868cc37f2a6","1 3/4 liter","char-offset:798","PLACE","","","","","","UNVERIFIED","",""
"522d1c58-fd9a-48e3-82fd-3908d03aca4d","water","char-offset:810","PERSON","","","","","","","",""
