"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"1d930567-324e-40cf-83a3-c515029ba558","asperges","char-offset:97","PERSON","","","","","","","",""
"0270243a-5fb9-4ac0-82d2-6dd1fb82d393","4 tot 5 kilo","char-offset:197","PLACE","","","","","","UNVERIFIED","",""
"45028a9f-e3a5-4560-b4fb-ed3185190de1","asperges","char-offset:210","PERSON","","","","","","","",""
"c10736c1-6e14-4e51-8a86-105582c170c8","witte asperges","char-offset:323","PERSON","","","","","","","",""
"eb25e9e8-758d-4637-b5e6-19b77884a4d4","asperges","char-offset:433","PERSON","","","","","","","",""
"2bbfc59d-cf1c-4367-a611-a6b4e090ad2d","1 kilo","char-offset:578","PLACE","","","","","","UNVERIFIED","",""
"20e76498-8a58-48de-8fc2-ffd7ea6ea769","witte asperges","char-offset:585","PERSON","","","","","","","",""
"fd3b7ca6-4185-4823-bb27-c739c73795e7","250 gram","char-offset:600","PLACE","","","","","","UNVERIFIED","",""
"1c3a2edd-0d1b-41b3-9fb7-6f5adc3eb0f4","groene asperges","char-offset:609","PERSON","","","","","","","",""
"295bce37-d867-4303-9c3e-e78bc0f6a9a2","® gram","char-offset:625","EVENT","","","","","","","",""
"8d0f36d2-5daf-4562-958b-997caffd5a59","boter","char-offset:632","PERSON","","","","","","","",""
"67799787-ee47-4ff1-bb6f-b9b04f805647","45 gram","char-offset:638","PLACE","http://pleiades.stoa.org/places/594963","Grammion/Gramion","","","unlocated","UNVERIFIED","",""
"ae36fe81-9ddd-4c80-9861-97b34c0a2ebf","bloem","char-offset:646","PERSON","","","","","","","",""
"afbd02e8-7d2e-4943-8ae2-817b8871681f","1 1/2 liter","char-offset:652","PLACE","","","","","","UNVERIFIED","",""
"2185d95d-7852-48eb-9bc4-6737647e4c38","aspergebouillon","char-offset:664","PERSON","","","","","","","",""
"4a5c3c6e-06f7-4519-9b8a-e06f31ed866a","l","char-offset:680","PLACE","http://pleiades.stoa.org/places/462417","Pergus L.","37.5188828","14.3038017","lake","UNVERIFIED","",""
"16f4f17e-ac3a-4ed9-bfe9-03731563ccf3","°ut","char-offset:682","EVENT","","","","","","","",""
"a2f9e521-8813-4289-af78-e2476666c5d6","peper","char-offset:701","PERSON","","","","","","","",""
"a6e9d22d-458e-4e33-a437-bb4ea7bdf6e8","witte asperges","char-offset:717","PERSON","","","","","","","",""
"f83fb7df-6544-43ac-a3ec-5fe7276e6e13","1 3/4 liter","char-offset:798","PLACE","","","","","","UNVERIFIED","",""
"31caf8db-e50b-4b44-8dc2-c187fbd595c7","asperges","char-offset:894","PERSON","","","","","","","",""
"3af34214-8ede-42c3-88fd-e330b27dfad9","witte asperges","char-offset:939","PERSON","","","","","","","",""
"d6b860d6-9739-48a8-838e-863da51f2197","groene asperges","char-offset:1005","PERSON","","","","","","","",""
"78422f9d-d896-4cfd-a16e-22155b7f1b41","bouillon","char-offset:1110","PERSON","","","","","","","",""
"81fde250-e247-4240-88be-61969d62defd","groene asperges","char-offset:1128","PERSON","","","","","","","",""
"07e9048a-dadf-43a5-944d-8fc595a02f82","witte aspergepunen","char-offset:1169","EVENT","","","","","","","",""
"11b17725-22f9-43d1-9549-a210c1f349cc","bouillon","char-offset:1327","PERSON","","","","","","","",""
"bdc04b83-136e-4c17-a506-5e689cbad881","boter","char-offset:1396","PERSON","","","","","","","",""
"4174cdf1-9ca2-4797-a78a-338cd3dd7ced","bloem","char-offset:1430","PERSON","","","","","","","",""
"ebcc4511-4017-406e-acb5-48b1aa7c383c","1 1/2 liter","char-offset:1509","PLACE","","","","","","UNVERIFIED","",""
"1521b4ca-ff20-4130-8fa0-4770cd6da8e9","witte ^.Pergestukjes","char-offset:1646","EVENT","","","","","","","",""
"d63815c2-d8d1-42a7-842b-f704f041b499","stukSQ S as Perges","char-offset:1745","EVENT","","","","","","","",""
"97006686-7c87-4eb6-bd1b-5f53881a16b9","zout","char-offset:1859","PERSON","","","","","","","",""
"e097c24c-57e0-46fe-9a8f-d18135b46c33","peper","char-offset:1867","PERSON","","","","","","","",""
"d755d74c-62c9-4c18-89f9-576d0edee0c1","witte aspergepunten","char-offset:1881","PERSON","","","","","","","",""
"f707919b-4fea-4b5f-b875-70262c9ba25a","groeasperges","char-offset:1907","EVENT","","","","","","","",""
