"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"69db1f61-f240-4d5a-811f-87c0995e5648","2 dl.","char-offset:1607","PLACE","","","","","","UNVERIFIED","",""
"17ae79f1-bbab-4cc5-a1cf-31da4e1587f5","water","char-offset:1613","PERSON","","","","","","","",""
"41f694b2-25e7-4a6d-856e-f819ee149bc7","een","char-offset:1620","PLACE","","","","","","UNVERIFIED","",""
"894e0457-493c-4f83-9d00-957ab7ac9676","citroenschil","char-offset:1624","PERSON","","","","","","","",""
"faec9487-1604-4731-899f-4671ded4c6ae","10","char-offset:1638","PLACE","http://pleiades.stoa.org/places/856181","10","45.25","35.75","numbered feature","UNVERIFIED","",""
"2503747f-209b-44e0-acad-9302ae032427","kruidnagels","char-offset:1641","PERSON","","","","","","","",""
"2e3ce479-2a04-41ba-a8b5-b0bf8e8b3e21","een pijpje","char-offset:1654","PLACE","","","","","","UNVERIFIED","",""
"5fd8d365-7fef-49aa-8c8c-b879b93c09fe","kaneel","char-offset:1665","PERSON","","","","","","","",""
"af32b8ed-02c3-4391-aa92-b3a0e7fd6d7f","ca. 5 gram","char-offset:1673","PLACE","","","","","","UNVERIFIED","",""
"044c52e1-9788-4200-aab1-b43fcd6d646d","8","char-offset:1686","PLACE","http://pleiades.stoa.org/places/612314","8","39.25","29.75","numbered feature","UNVERIFIED","",""
"4526c2fc-e2e8-4973-963b-f25a196ac69c","eidooiers","char-offset:1688","PERSON","","","","","","","",""
"eed60757-8642-46dd-94f2-d87a4fb89b6a","150 gram","char-offset:1699","PLACE","","","","","","UNVERIFIED","",""
"4ab60ea6-c987-414d-a234-5dfc4e9e5cf8","witte basterdsuiker","char-offset:1708","PERSON","","","","","","","",""
"5ced8a7f-9fae-4a1b-ab81-254caedc6a2a","1 fles","char-offset:1729","PLACE","","","","","","UNVERIFIED","",""
"9bf035b7-775a-4a8a-b92e-16cef575aadd","rijnwijn","char-offset:1736","PERSON","","","","","","","",""
