"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"75150714-9f50-47dc-863f-0da75a8efe1a","koolsoort","char-offset:171","PERSON","","","","","","","",""
"aac5af0a-bde9-4212-a6fd-4a39c8880b96","sperziebonen","char-offset:203","PERSON","","","","","","","",""
"ddd24e09-bacf-40e7-9e1d-f7542d4312a8","kouseband","char-offset:219","PERSON","","","","","","","",""
"49e6bca4-ec37-4c8a-9c1d-b6da923fef01","komkommer","char-offset:235","PERSON","","","","","","","",""
"860f2525-8399-40dd-90dd-07ed5c16d6ca","taugé","char-offset:248","PERSON","","","","","","","",""
"3bac39f3-e0ae-4b6d-b971-517c396b7cb4","2 ons","char-offset:386","PLACE","","","","","","UNVERIFIED","",""
"a8832f5f-a1ca-4f8d-9a31-b8589fa539e7","sperziebonen","char-offset:392","PERSON","","","","","","","",""
"4cf4b9cb-03e6-4fe9-8318-ad837ba986dd","8","char-offset:406","PLACE","http://pleiades.stoa.org/places/612314","8","39.25","29.75","numbered feature","UNVERIFIED","",""
"030e5c66-4171-43b2-9b7d-49079865e792","witte koolbladeren","char-offset:408","PERSON","","","","","","","",""
"01bc23e4-5301-4aed-a491-ef4a2b2e5d1a","1 heel klein struikje","char-offset:428","PLACE","","","","","","UNVERIFIED","",""
"47aad805-8fd8-4bd8-8f4d-d72654d7bee7","andijvie","char-offset:450","PERSON","","","","","","","",""
"143e1477-6ee9-4843-892f-dce38b66a487","1 ons","char-offset:460","PLACE","","","","","","UNVERIFIED","",""
"7b4fb748-2ac8-43ee-8ddd-9d4385fc10c6","taugé","char-offset:466","PERSON","","","","","","","",""
"2ce7ed8c-15d5-4796-8779-96c4b39fe503","komkommer","char-offset:477","PERSON","","","","","","","",""
"fdb4f6a7-f0c4-42f3-9a95-b245c625951a","2","char-offset:502","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"00b04cc5-e04b-4ae4-b98d-10a5d1dca575","sjalotjes","char-offset:504","PERSON","","","","","","","",""
"b5580482-b43b-4f22-8410-e313feaa732e","5","char-offset:515","PLACE","http://pleiades.stoa.org/places/856176","5","45.25","35.25","numbered feature","UNVERIFIED","",""
"65b774c6-a4a7-41a6-8bd8-795d27457b24","rode pepertjes","char-offset:527","PERSON","","","","","","","",""
"7184c518-db8c-4ad2-ba3d-c69c36add786","1 teentje","char-offset:543","PLACE","","","","","","UNVERIFIED","",""
"175fbb42-1d0d-4646-ac9a-2b0a684ebcf0","knoflook","char-offset:553","PERSON","","","","","","","",""
"270ebdfc-fb4d-43d1-adc8-03b485ffce63","2","char-offset:563","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"f1b8796d-5162-468c-bf0e-ada42649485d","citroenbladeren","char-offset:565","PERSON","","","","","","","",""
"2b16ac9e-7896-4784-ada1-1f7f1c5bdf54","djeroek poeroet","char-offset:582","PERSON","","","","","","","",""
"85527388-fb5a-402d-a8dc-56429efa6d99","pindakaas","char-offset:608","PERSON","","","","","","","",""
"c991a9ad-1b9b-4969-a0e8-5dcf2347d8d6","klein stukje","char-offset:619","PLACE","","","","","","UNVERIFIED","",""
"3f6618b3-a422-4a7e-bd4c-5473d08b2665","santen","char-offset:632","PERSON","","","","","","","",""
"0c906d0a-4b5d-4909-bae4-7d23228b2aea","(20 gram)","char-offset:639","PLACE","","","","","","UNVERIFIED","",""
"c14b5d88-17a8-476c-b151-7dedcb47a9c9","1 eetlepel","char-offset:650","PLACE","","","","","","UNVERIFIED","",""
"57389f38-7626-4ddc-9dcc-728f9aa86f47","tamarindepasta","char-offset:661","PERSON","","","","","","","",""
"563add7c-80cc-4b51-92ba-fcc8a6d34b26","2 eetlepels","char-offset:677","PLACE","","","","","","UNVERIFIED","",""
"37c3d08c-bd4a-47d0-a36f-e471ad9470a5","ketjap manis","char-offset:689","PERSON","","","","","","","",""
"3a3870a3-0837-4f17-bb48-4bb006166f86","1 eetlepel","char-offset:703","PLACE","","","","","","UNVERIFIED","",""
"d244067d-a9a0-4627-9a75-2cea65a36b49","olie","char-offset:714","PERSON","","","","","","","",""
"111e420a-5428-45f9-b08f-b664dbb64951","sperziebonen","char-offset:723","PERSON","","","","","","","",""
"5fbe6bb8-2007-4c9c-a8bc-0187b5b3a1d8","koolbladeren","char-offset:789","PERSON","","","","","","","",""
"603a66f6-3de5-4ab9-89c2-02a813f3cdfb","andijvie","char-offset:837","PERSON","","","","","","","",""
"a3ccf2ad-31e4-4bb9-ab69-2d2ab1502e3d","taugé","char-offset:952","PERSON","","","","","","","",""
"5f0bc2e2-3fb8-43a3-b7c2-c674abf6ad35","komkommer","char-offset:1039","PERSON","","","","","","","",""
"5fe93070-9285-45e4-ae1b-6ba55062c8a3","sjalotjes","char-offset:1105","PERSON","","","","","","","",""
"edb3e22c-4e3f-4115-afbb-b95dd8276303","rode pepertjes","char-offset:1116","PERSON","","","","","","","",""
"23c7b5aa-075a-40de-bf27-f668ee313c1b","teentje","char-offset:1132","PLACE","","","","","","UNVERIFIED","",""
"dd055e10-72c6-447a-adc5-c9ecf4dd8fee","knoflook","char-offset:1140","PERSON","","","","","","","",""
"f6567cad-4445-4e17-adfa-a9d3d413e704","citroenbladeren","char-offset:1152","PERSON","","","","","","","",""
"7958cd3b-66e2-4123-9502-5fb7780cf57d","olie","char-offset:1201","PERSON","","","","","","","",""
"75c866eb-3711-43e3-93c2-54b7d7ccf158","pindakaas","char-offset:1285","PERSON","","","","","","","",""
"39b3d542-24eb-4296-9bb4-8d21d3e485b0","santen","char-offset:1296","PERSON","","","","","","","",""
"4bddc744-78f7-484f-a4a7-afa7a8a4f78c","santen","char-offset:1376","PERSON","","","","","","","",""
"dd5b46a1-e3ba-48ca-8e34-152c2c8c5309","tamarindepasta","char-offset:1464","PERSON","","","","","","","",""
"75b43989-e923-412a-9604-73a376bbd297","ketjap","char-offset:1485","PERSON","","","","","","","",""
"3dee5d26-141e-4a81-99de-15532aa20277","andijvie","char-offset:1763","PERSON","","","","","","","",""
"65d14129-3590-4a55-b6f2-b9daff70dc62","witte kool","char-offset:1783","PERSON","","","","","","","",""
"183dd9fd-d73e-4298-aece-54d8faaf8364","sperziebonen","char-offset:1801","PERSON","","","","","","","",""
"6cf79d5e-3dd6-4e96-aef9-fb7224d308f8","taugé","char-offset:1832","PERSON","","","","","","","",""
"89818872-5be0-44e6-a0cb-507f8d6d5706","komkommer","char-offset:1850","PERSON","","","","","","","",""
