"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"d53b0c8d-bd24-464b-ade6-ee2c6be30146","2 ons","char-offset:386","PLACE","","","","","","UNVERIFIED","",""
"fbcb49ff-93da-42cd-a727-0060ce94e26d","sperziebonen","char-offset:392","PERSON","","","","","","","",""
"2d1243ec-90fc-4d5a-8b66-425aeb163a5f","8","char-offset:406","PLACE","http://pleiades.stoa.org/places/612314","8","39.25","29.75","numbered feature","UNVERIFIED","",""
"1e650c78-cac5-4609-8b60-54b75ecc411c","witte koolbladeren","char-offset:408","PERSON","","","","","","","",""
"63b4a283-2b5c-4e32-b9a8-bbbc846e9fdb","1 heel klein struikje","char-offset:428","PLACE","","","","","","UNVERIFIED","",""
"4156b89d-81c9-48c4-9c4c-9dc8063cbc23","andijvie","char-offset:450","PERSON","","","","","","","",""
"9fc73ab6-278e-4bb0-b002-2f6aa01cd5a8","1 ons","char-offset:460","PLACE","","","","","","UNVERIFIED","",""
"e14574ac-6fd0-4563-b050-069f45f2ee0c","taugé","char-offset:466","PERSON","","","","","","","",""
"c44e9832-e66e-4645-b87d-b36f0e5970da","1/2","char-offset:473","PLACE","","","","","","UNVERIFIED","",""
"43abd553-2205-4187-913a-2bf35e07afb2","komkommer","char-offset:477","PERSON","","","","","","","",""
"b84876dc-3b42-4895-9d50-19f7d02ff152","2","char-offset:502","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"e37da3ff-311d-4b57-87f4-6c98073be722","sjalotjes","char-offset:504","PERSON","","","","","","","",""
"d66c7b5b-fcd2-4cc5-9b05-f63e82470d81","5","char-offset:515","PLACE","http://pleiades.stoa.org/places/856176","5","45.25","35.25","numbered feature","UNVERIFIED","",""
"d5fa2466-63e2-4eab-9372-a98922111524","rode pepertjes","char-offset:527","PERSON","","","","","","","",""
"b02f5128-b10f-4979-84a5-5c24aadd8c00","1 teentje","char-offset:543","PLACE","","","","","","UNVERIFIED","",""
"e733e576-5ab5-4b07-96f8-29c67d31f785","knoflook","char-offset:553","PERSON","","","","","","","",""
"618fd676-087a-44b7-a1f3-5c391b899322","2","char-offset:563","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"8f931a9d-49de-4f28-9466-01fa95ef71bc","citroenbladeren","char-offset:565","PERSON","","","","","","","",""
"3b311b98-3d33-453e-9b16-fe9997acdc8d","1/4 pot","char-offset:600","PLACE","","","","","","UNVERIFIED","",""
"4cfb4ec5-83f3-4f2b-af66-5e14d8c86999","pindakaas","char-offset:608","PERSON","","","","","","","",""
"bad4a9e9-740d-4a44-af12-8ea8c599e0c2","klein stukje","char-offset:619","PLACE","","","","","","UNVERIFIED","",""
"9529c807-1d4f-4bca-aab2-7615ed0789d7","santen","char-offset:632","PERSON","","","","","","","",""
"ea376642-705a-4089-9871-a4f4bf4c3821","(20 gram)","char-offset:639","PLACE","","","","","","UNVERIFIED","",""
"f80c3319-5520-4dde-aa92-ce99e5d1879d","1 eetlepel","char-offset:650","PLACE","","","","","","UNVERIFIED","",""
"cffec21a-cd2d-4076-b29f-812a1ab5415c","tamarindepasta","char-offset:661","PERSON","","","","","","","",""
"c6881fcd-a10b-4e21-a091-64d85dd386fb","2 eetlepels","char-offset:677","PLACE","","","","","","UNVERIFIED","",""
"57308b0d-857c-4981-8dec-ab0d5882d610","ketjap manis","char-offset:689","PERSON","","","","","","","",""
"37078366-91da-43c9-b37a-1a47bb0e4d7f","1 eetlepel","char-offset:703","PLACE","","","","","","UNVERIFIED","",""
"1adaee43-92c8-493a-a0b0-c2fd75e93296","olie","char-offset:714","PERSON","","","","","","","",""
"a2bc9695-95d9-43d8-95b1-0f4d718a3733","een kwart liter","char-offset:1306","PLACE","","","","","","UNVERIFIED","",""
"f2a1ef8f-c3d0-4b3b-b44f-224aba6bbf4e","water","char-offset:1322","PERSON","","","","","","","",""
