"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"fc5a4fef-2249-4252-9c76-3cdbc802d2d9","2 dl.","char-offset:1607","PLACE","","","","","","UNVERIFIED","",""
"e718010b-3b64-40df-b412-181b544bb5ee","water","char-offset:1613","PERSON","","","","","","","",""
"d820eb64-46d9-465d-a658-9b9c9a1a276a","citroenschil","char-offset:1624","PERSON","","","","","","","",""
"d955fb06-f2bf-4149-8444-8a70d34a7dad","10","char-offset:1638","PLACE","http://pleiades.stoa.org/places/856181","10","45.25","35.75","numbered feature","UNVERIFIED","",""
"f740aa4a-494d-498f-bf18-35b3827b8f21","kruidnagels","char-offset:1641","PERSON","","","","","","","",""
"f4b92ccb-a89f-4851-a9f6-b62e596ec50e","een pijpje","char-offset:1654","PLACE","","","","","","UNVERIFIED","",""
"faf537ec-671b-4ab3-b62a-e51caa2f39fc","kaneel","char-offset:1665","PERSON","","","","","","","",""
"17d9ba35-097b-49a9-ae1e-b0245149b2a3","ca. 5 gram","char-offset:1673","PLACE","","","","","","UNVERIFIED","",""
"1a147e09-d651-46f1-a6c5-f3820e7b19ab","8","char-offset:1686","PLACE","http://pleiades.stoa.org/places/612314","8","39.25","29.75","numbered feature","UNVERIFIED","",""
"83d7d39c-08f7-4daf-95ef-794914f9f63c","eidooiers","char-offset:1688","PERSON","","","","","","","",""
"2e015ef9-c637-4c7e-bf47-fc922233acfd","150 gram","char-offset:1699","PLACE","","","","","","UNVERIFIED","",""
"03657439-56ea-44ac-9de8-f2bf478e4bef","witte basterdsuiker","char-offset:1708","PERSON","","","","","","","",""
"93d80989-eb49-4298-b3d0-8b909988c4cc","1 fles","char-offset:1729","PLACE","","","","","","UNVERIFIED","",""
"f9545626-65c0-4b1c-b326-c084a9c7c9ee","rijnwijn","char-offset:1736","PERSON","","","","","","","",""
"316daac9-f485-4e4d-90c6-f18d79c8d72e","water","char-offset:1756","PERSON","","","","","","","",""
"f708a295-0290-4fef-a58f-dd1770279624","itroenschil","char-offset:1770","PERSON","","","","","","","",""
"f6ba6756-84be-45ea-972c-597957f3a980","eidooiers","char-offset:1907","PERSON","","","","","","","",""
"de5fce92-483d-4caf-869c-74647dc35442","suiker","char-offset:1924","PERSON","","","","","","","",""
"786aeb6a-7ab6-4567-a068-25858721b514","wijn","char-offset:1998","PERSON","","","","","","","",""
