"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"8da9c5d9-aa5e-4518-988a-6ef14166250f","4","char-offset:1072","PLACE","http://pleiades.stoa.org/places/856175","4","45.25","35.25","numbered feature","UNVERIFIED","",""
"5f213528-9789-4cc8-951c-72dd7264c615","pandora's","char-offset:1081","PERSON","","","","","","","",""
"f8bd4ebe-586d-43e0-b9a3-39772b08924e","3 eetlepels","char-offset:1099","PLACE","","","","","","UNVERIFIED","",""
"fb2d75df-c2fa-4e75-941a-571117319444","peterselieblad","char-offset:1122","PERSON","","","","","","","",""
"a2e645a7-bd57-4eca-8a16-c6a41a994b8a","2 eetlepels","char-offset:1137","PLACE","","","","","","UNVERIFIED","",""
"f1f93651-d6f2-4713-a388-165cb845510b","korianderblad","char-offset:1160","PERSON","","","","","","","",""
"fb3c4d78-8a6c-43de-8715-152f35aa04f3","2 tenen","char-offset:1174","PLACE","","","","","","UNVERIFIED","",""
"404f6bdd-93fc-4991-9989-2bcaeaee5f5b","knoflook","char-offset:1182","PERSON","","","","","","","",""
"663185fe-b123-4729-bf5b-6f0eb61f7237","rode Spaanse peper","char-offset:1209","PERSON","","","","","","","",""
"9b8dccc2-c5c4-447e-a1f6-d0f76a085ed2","3 eetlepels","char-offset:1247","PLACE","","","","","","UNVERIFIED","",""
"ab6e682b-eea3-403c-9857-f626345bdb9c","olijfolie","char-offset:1259","PERSON","","","","","","","",""
"bcf4ba5e-c900-4a89-af82-b11d7c29e6c1","zeezout","char-offset:1269","PERSON","","","","","","","",""
"5ce52ba8-86c4-4dcf-a394-c3e6ca631fba","knoflook","char-offset:1965","PERSON","","","","","","","",""
"35cc07e8-c84e-45c2-aafd-05626442cd6b","rode Peper","char-offset:1975","EVENT","","","","","","","",""
"6bbef82e-527b-43af-ae3f-0dc17612b83f","olijfoli","char-offset:1989","PERSON","","","","","","","",""
"18f41b6b-ac08-4267-8967-66f0185e14c6","zout","char-offset:2005","PERSON","","","","","","","",""
"c5a91bcb-df31-487f-8327-597bd03c9f2e","olijfolie","char-offset:2094","PERSON","","","","","","","",""
"b12ea500-4980-4285-b420-d886615dcecf","zout","char-offset:2269","PERSON","","","","","","","",""
"aeb56b43-a8e4-48f0-8875-cb2764771185","komkommer","char-offset:2519","PERSON","","","","","","","",""
"575b573a-0575-4dbe-a2f0-5464eb2c8e4d","zeezout","char-offset:2611","PERSON","","","","","","","",""
