"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"570dc7c6-e48d-4e36-8036-ebdc74363308","aardnoten","char-offset:228","PERSON","","","","","","","",""
"d456a70d-0a3f-464e-83fc-028033a77c40","slaolie","char-offset:260","PERSON","","","","","","","",""
"e338c227-595c-42b8-b2a7-77f3f656cb26","olienootjes","char-offset:403","PERSON","","","","","","","",""
"c084aef7-176d-43e4-aa86-17149d0a6d68","Mariakaakjes","char-offset:773","PERSON","","","","","","","",""
"eddedec8-ade3-4ddc-811e-ef91151c23a6","suiker","char-offset:787","PERSON","","","","","","","",""
"b7388476-4b62-47f7-a988-49f943920e11","cacaopoeder","char-offset:795","PERSON","","","","","","","",""
"048ddb61-e5bf-422b-bc42-bfa7642f7618","eieren","char-offset:810","PERSON","","","","","","","",""
"b6a9ee0e-c856-492d-b9cd-f11e4d20375e","boter","char-offset:941","PERSON","","","","","","","",""
"fec27194-d5f4-45f3-a32b-05c5ef2e433d","kaakjes","char-offset:1024","PERSON","","","","","","","",""
"157c0e4a-f079-4df0-9199-6804d492df4f","250 gram","char-offset:1305","PLACE","","","","","","UNVERIFIED","",""
"a017e7ec-c32a-4fe2-a308-841bd61f3e35","boter","char-offset:1314","PERSON","","","","","","","",""
"368fa3a8-4934-44f9-b628-1c16ae072718","5 afgestreken eetlepels","char-offset:1321","PLACE","","","","","","UNVERIFIED","",""
"bfbbd7fc-cbe9-4ea3-8240-bc5257d36215","cacaopoeder","char-offset:1345","PERSON","","","","","","","",""
"5502391a-cd48-44c5-804d-ef82e28703d7","200 gram","char-offset:1358","PLACE","","","","","","UNVERIFIED","",""
"e76fbfb1-eb78-4c3e-905c-6aa57b150ef9","suiker","char-offset:1367","PERSON","","","","","","","",""
"373fac4c-b8e0-4c68-a466-35b8b9644ef7","1 of 2","char-offset:1375","PLACE","http://pleiades.stoa.org/places/663121962","Temple of Venus","40.7484257","14.4838594","temple-2","UNVERIFIED","",""
"6d2c19e8-f150-4e35-88c1-f1b8bb93355f","eieren","char-offset:1382","PERSON","","","","","","","",""
"5455ce38-ff01-4a8f-8a31-bc5847a3a962","225-250 gram","char-offset:1390","PLACE","","","","","","UNVERIFIED","",""
"b13618e2-ae2e-4ecf-b227-457cc5b027ea","biscuit","char-offset:1423","PERSON","","","","","","","",""
"8822784f-e760-4325-ac1f-2b0d46a6bbcc","petit-beurre","char-offset:1432","PERSON","","","","","","","",""
"e14e3d08-06d5-425a-aa57-ee376ecef4ab","Maria","char-offset:1448","PERSON","","","","","","","",""
"faa0c3af-e307-4df6-9aaf-92237d7ab068","eieren","char-offset:1465","PERSON","","","","","","","",""
"1d5d3f40-9f81-40a2-9b00-a089b645031a","suiker","char-offset:1479","PERSON","","","","","","","",""
"5c75332c-b82a-4ddc-b311-334b2d25c1f1","cacao","char-offset:1524","PERSON","","","","","","","",""
"1a202d6f-e41c-42ab-8bf4-b63f2f58b985","koffie-extract","char-offset:1601","PERSON","","","","","","","",""
"6c1952e1-5347-4583-8306-87703f0863f2","boter","char-offset:1649","PERSON","","","","","","","",""
"9defe8ec-8689-4e0c-b4a9-13e4bbb0083b","biscuits","char-offset:1805","PERSON","","","","","","","",""
"9ce748d0-5fc7-43f5-bd8b-3c0e3083785b","plantenmargarine","char-offset:2294","PERSON","","","","","","","",""
