"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"2a0ec04f-570f-4f2c-b948-f51ca69eecdd","2 dl.","char-offset:1607","PLACE","","","","","","UNVERIFIED","",""
"ae36e361-1535-4a01-8272-b94593fb536d","water","char-offset:1613","PERSON","","","","","","","",""
"26509748-72d4-4a53-9ae2-20dcfca3ad35","een","char-offset:1620","PLACE","","","","","","UNVERIFIED","",""
"e63c06f3-1d74-4567-9806-4d30d62e59ab","citroenschil","char-offset:1624","PERSON","","","","","","","",""
"0c3dbebe-8a87-4843-8776-bd4277717f02","10","char-offset:1638","PLACE","http://pleiades.stoa.org/places/856181","10","45.25","35.75","numbered feature","UNVERIFIED","",""
"df4f920d-f2ab-45a8-97e7-11b713589ebe","kruidnagels","char-offset:1641","PERSON","","","","","","","",""
"a2ca41b1-6833-4224-9080-ddeebfe4a769","een pijpje","char-offset:1654","PLACE","","","","","","UNVERIFIED","",""
"6f6da030-117e-41d8-8596-1cec0106d113","kaneel","char-offset:1665","PERSON","","","","","","","",""
"770f3f22-0eaf-4cac-a90a-80431e12c8e5","(ca. 5 gram)","char-offset:1672","PLACE","","","","","","UNVERIFIED","",""
"78aba55b-e42d-416c-bd3b-77bdbdb365a2","8","char-offset:1686","PLACE","http://pleiades.stoa.org/places/612314","8","39.25","29.75","numbered feature","UNVERIFIED","",""
"d3f5a857-2c87-4e2e-8d17-fbe0f0f6fdb3","eidooiers","char-offset:1688","PERSON","","","","","","","",""
"f7a8c6e1-2afa-48f3-8b97-e165b5ecc3d8","150 gram","char-offset:1699","PLACE","","","","","","UNVERIFIED","",""
"0993ef10-97f1-42cf-a883-61da1c44592c","witte basterdsuiker","char-offset:1708","PERSON","","","","","","","",""
"447a7561-acd9-4a46-bd07-655adca96af2","1 fles","char-offset:1729","PLACE","","","","","","UNVERIFIED","",""
"ca90706a-fd87-412b-aafe-2d12582e70e9","rijnwijn","char-offset:1736","PERSON","","","","","","","",""
"94193741-7b06-4609-9a0a-f620a354c458","water","char-offset:1756","PERSON","","","","","","","",""
"5c222558-aed0-4ed7-84bc-49c1cc3facc3","citroenschil","char-offset:1769","PERSON","","","","","","","",""
"04541b10-9e71-4b99-b7ae-2e825aa7cc83","eidooiers","char-offset:1907","PERSON","","","","","","","",""
"2b751922-2531-480f-af00-e8825dbd56fa","suiker","char-offset:1924","PERSON","","","","","","","",""
"ff115df4-5c94-4c6b-b854-d47f5f40775b","wijn","char-offset:1998","PERSON","","","","","","","",""
"1c94ff31-c32f-4542-9e06-cb5f501d6fc8","water","char-offset:2041","PERSON","","","","","","","",""
