"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"176fb3db-592b-4cfb-aa2a-b815f16a172b","250 gram","char-offset:1305","PLACE","","","","","","UNVERIFIED","",""
"3af52082-2803-4b0c-82bd-8d92a9c29f20","boter","char-offset:1314","PERSON","","","","","","","",""
"1cffcade-adbe-42bc-b289-835d64f03d15","5 afgestreken eetlepels","char-offset:1321","PLACE","","","","","","UNVERIFIED","",""
"ecdf0961-df51-4ad4-8042-b9eef31d3692","cacaopoeder","char-offset:1345","PERSON","","","","","","","",""
"767e1105-458a-44d8-8976-6e968bc2be7e","200 gram","char-offset:1358","PLACE","","","","","","UNVERIFIED","",""
"6a6633c4-b6dc-4a99-a6b6-c0b9bb118819","suiker","char-offset:1367","PERSON","","","","","","","",""
"d971af54-4449-43c3-9a06-b7123e8de18f","1 of 2","char-offset:1375","PLACE","http://pleiades.stoa.org/places/663121962","Temple of Venus","40.7484257","14.4838594","temple-2","UNVERIFIED","",""
"df385965-dd8c-4c29-acc1-3809f63f5465","eieren","char-offset:1382","PERSON","","","","","","","",""
"483e1738-d714-4d02-8f10-d1ebbf9c368f","225-250 gram","char-offset:1390","PLACE","","","","","","UNVERIFIED","",""
"079c5bc9-bcbe-42eb-a731-e4c122010ad9","biscuit","char-offset:1423","PERSON","","","","","","","",""
"7fd8712e-ad08-40a3-a2fb-b5bff2aa8ff0","biscuits","char-offset:1805","PERSON","","","","","","","",""
