"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"3ca1802f-54ae-4749-9773-d6a7e5e9364d","slagroom","char-offset:692","PERSON","","","","","","","",""
"e69b791b-1d21-4c6d-a4c9-0c07584730d3","boter","char-offset:1040","PERSON","","","","","","","",""
"913f4a0f-f588-4510-88e7-90f19fdbe29d","slagroom","char-offset:1049","PERSON","","","","","","","",""
"2273f09c-11a7-458c-9f86-60bdf0dbef56","chocola","char-offset:1115","PERSON","","","","","","","",""
"44f71a4c-43cb-4c6a-b49b-39810b80a209","slagroom","char-offset:1179","PERSON","","","","","","","",""
"fe7832fe-092d-4d68-b4e2-f3c3e051b3cc","200 gram","char-offset:1244","PLACE","","","","","","UNVERIFIED","",""
"54a0cada-6162-4f9d-ac8c-7bfe78410d22","pure chocola","char-offset:1253","PERSON","","","","","","","",""
"1949facd-e8a9-49b6-9632-024e4371b225","4","char-offset:1267","PLACE","http://pleiades.stoa.org/places/856175","4","45.25","35.25","numbered feature","UNVERIFIED","",""
"36971f2b-1add-423c-9b79-a2436da6fcc0","eieren","char-offset:1269","PERSON","","","","","","","",""
"89d62e4c-68eb-44a6-80bf-01dbd35c962e","een scheut","char-offset:1289","PLACE","","","","","","UNVERIFIED","",""
"8d802238-966e-4d0b-b582-4d834239f17c","cognac","char-offset:1300","PERSON","","","","","","","",""
"b206abe5-f6ef-4cf2-a258-85fe20a427c3","een theelepel","char-offset:1308","PLACE","","","","","","UNVERIFIED","",""
"1b1ba971-4e55-4807-b290-48f6ba5f9c5f","oploskoffie","char-offset:1322","PERSON","","","","","","","",""
"4519ce28-9c3e-49eb-b046-53034ad1a4fa","een eetlepel","char-offset:1337","PLACE","","","","","","UNVERIFIED","",""
"7bc2b028-68eb-497e-b232-2901d0dd379c","sinaasappelschil","char-offset:1359","PERSON","","","","","","","",""
"2754d8ad-8c5c-4be4-89a8-f3338e2f7d8e","eieren","char-offset:1387","PERSON","","","","","","","",""
"f4d70009-6908-4295-b13b-2c38c5866e43","eidooiers","char-offset:1397","PERSON","","","","","","","",""
"141f4b74-72e2-4c80-8c53-ec96644fd1f4","eiwitten","char-offset:1410","PERSON","","","","","","","",""
"aaf71722-5df7-49fd-9ffe-b18366e758e8","eiwitten","char-offset:1428","PERSON","","","","","","","",""
"cb26b02f-c179-4979-9b1f-7b60167ba410","eidooiers","char-offset:1491","PERSON","","","","","","","",""
"60f277e1-3ff7-4701-ad84-68ebbed59be6","chocolade","char-offset:1543","PERSON","","","","","","","",""
"0d5dec60-acb3-478a-96c9-dcb7ab28f4ed","chocolade","char-offset:1725","PERSON","","","","","","","",""
"994ed61e-48b8-486a-a0e3-9132665920a0","chocola","char-offset:1762","PERSON","","","","","","","",""
"51a18667-78e9-4ca6-baa8-9ab6a93eccc7","chocola","char-offset:1851","PERSON","","","","","","","",""
"235208a8-f20e-494f-a0aa-2ee6f3f40035","chocola","char-offset:2063","PERSON","","","","","","","",""
"95048fc9-a6e7-4ed1-b1d2-15fd014aa6a9","ei","char-offset:2108","PERSON","","","","","","","",""
"2e482a58-e8f4-4529-8b73-389ba28186e8","chocola","char-offset:2114","PERSON","","","","","","","",""
"3fdfdd66-b6a4-4459-9d72-89b13b48f6da","chocola","char-offset:2175","PERSON","","","","","","","",""
"0c196251-bb23-49be-84d9-a3a9c8f848fb","eidooiers","char-offset:2221","PERSON","","","","","","","",""
"2ae34793-5260-4c21-8640-4f780e75e80d","chocola","char-offset:2243","PERSON","","","","","","","",""
"49a622c1-236d-48b1-8140-8e3f3c0d5dc6","chocola","char-offset:2374","PERSON","","","","","","","",""
"8a393c4c-a746-43fc-a087-66ca9acfc6bc","eidooiers","char-offset:2421","PERSON","","","","","","","",""
"8556f88c-eb34-4506-aeaf-4c3511033816","chocola","char-offset:2457","PERSON","","","","","","","",""
"3eb98e75-4490-4945-ac40-937b30e5ab46","eidooiers","char-offset:2552","PERSON","","","","","","","",""
"9558cd66-e4e8-4506-8843-b863ceb98d88","chocola","char-offset:2604","PERSON","","","","","","","",""
"9a2416f4-2b8f-4493-8f9c-9399512f05ba","eiwit","char-offset:2650","PERSON","","","","","","","",""
"e0ae7551-b012-4b54-bad9-2770056e9835","chocola","char-offset:2799","PERSON","","","","","","","",""
"6f05ed8a-3d7a-4d47-a3e3-eaa28ad3a3f8","cognac","char-offset:3040","PERSON","","","","","","","",""
"e5282b7e-3ef4-4114-a3c9-76d5724934ae","oploskoffie","char-offset:3048","PERSON","","","","","","","",""
"dc68c19d-d3df-44e7-88b4-9e3279cefe05","sinaasappelschil","char-offset:3072","PERSON","","","","","","","",""
"207a8fad-3591-4c6f-bddc-6c1f6d95f9ce","chocolade","char-offset:3155","PERSON","","","","","","","",""
"340f6174-bf97-45b1-98c3-71c65e847ac9","25 gram","char-offset:3269","PLACE","","","","","","UNVERIFIED","",""
"ec1f5188-9f02-4c1a-87f3-f818fb4355b0","chocola","char-offset:3277","PERSON","","","","","","","",""
"de5f943a-5d5f-49aa-9841-e08286831db1","ei","char-offset:3325","PERSON","","","","","","","",""
"473665bc-b6a5-4cb3-8e7b-98519901edd5","chocola","char-offset:3331","PERSON","","","","","","","",""
"29ecb387-d04a-43b0-a4a1-d9c81ad4eff8","50 gram","char-offset:3382","PLACE","","","","","","UNVERIFIED","",""
"3a767ced-6658-4486-84d4-80ebaf7f6c90","chocola","char-offset:3390","PERSON","","","","","","","",""
"a44fa287-1623-4ede-9770-af4d324daa09","ei","char-offset:3402","PERSON","","","","","","","",""
