"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"11e13bae-e6c7-403d-9251-9f50c9155ebe","bloem","char-offset:138","PERSON","","","","","","","",""
"2c467411-378e-4327-92f0-9bcde28eca02","farina di grano tenero","char-offset:167","PERSON","","","","","","","",""
"73fa3d96-f344-49f1-95fe-d510153f48a8","harde bloem","char-offset:254","PERSON","","","","","","","",""
"5b64b361-d6d7-4276-8188-bf8059d3539a","harde bloem","char-offset:390","PERSON","","","","","","","",""
"3f335930-6f08-42c3-bb01-5e006d9d9b82","farina di grano duro","char-offset:406","PERSON","","","","","","","",""
"629e3183-aa64-447d-93c3-e2cd5653417d","bloem","char-offset:434","PERSON","","","","","","","",""
"0af40afe-0f14-4a7e-b3d6-5ce4073cbc2b","tarwegries","char-offset:467","PERSON","","","","","","","",""
"e792609d-e37e-427f-8cc2-15259ae05c91","pasta","char-offset:534","PERSON","","","","","","","",""
"65b77ff3-91fd-4d72-959b-27c99725f59d","zachte bloem","char-offset:555","PERSON","","","","","","","",""
"be8d0a13-7584-4c65-accb-632e275c3e38","farina di grano tenero","char-offset:571","PERSON","","","","","","","",""
"84382de2-686c-4a35-a797-96fc120241d0","Bloem","char-offset:624","PERSON","","","","","","","",""
"92da878a-b3c2-4c6b-893f-f2fe7be77114","kroket","char-offset:916","PERSON","","","","","","","",""
"7897990e-fd17-4b5f-86a5-b6c3ef283d88","frikadel","char-offset:929","PERSON","","","","","","","",""
"cf508e3c-1829-41ca-9f49-98cb310c96ef","vis","char-offset:1022","PERSON","","","","","","","",""
"5f56704b-f699-4810-821f-e306a903e6ce","vlees","char-offset:1027","PERSON","","","","","","","",""
"1f0dc424-c880-45d5-b3f3-9e87e5ec8329","kaas","char-offset:1036","PERSON","","","","","","","",""
"6653fb25-51a8-4599-8871-9d96c76a22fd","vlees","char-offset:1105","PERSON","","","","","","","",""
"672d2a0d-85c0-46b2-8829-e22f8471a89d","ei","char-offset:1140","PERSON","","","","","","","",""
"e605bb71-7639-4e73-9fa5-6396f2e79120","ei","char-offset:1160","PERSON","","","","","","","",""
"c6eeb850-b472-41d7-9ff8-97b50dba1181","eiwit","char-offset:1259","PERSON","","","","","","","",""
"e04b3cf0-c4d5-4863-b321-4f24197aa02a","warkaof warkha-vellen","char-offset:1426","EVENT","","","","","","","",""
"4f3c4614-668b-4615-94f9-fbe5c2ad8648","filodeeg","char-offset:1482","PERSON","","","","","","","",""
"2005b1fb-9a82-4f74-92e8-a10c6d352e48","Warka-vellen","char-offset:1535","PERSON","","","","","","","",""
"70ef3861-a4ff-40b6-911e-3089db614513","warka-vellen","char-offset:1794","PERSON","","","","","","","",""
"1efaafd7-da2d-42a6-8dcf-1e8ee89a5c54","bloem","char-offset:2210","PERSON","","","","","","","",""
"6677ae36-7033-43a4-8aa1-084bc33f54e3","een snufje","char-offset:2217","PLACE","","","","","","UNVERIFIED","",""
"a4cfe95a-2f62-4711-b44e-a738e15f8551","zout","char-offset:2228","PERSON","","","","","","","",""
"d1092c00-5b83-49af-81c2-4e8e0549fa5b","water","char-offset:2245","PERSON","","","","","","","",""
"52c078b3-9e95-4549-a0c0-425421135e61","warka-vel","char-offset:2737","PERSON","","","","","","","",""
"4bb0ea8a-10d8-43f3-8bc1-02dfb2b7c610","warka-vellen","char-offset:2970","PERSON","","","","","","","",""
"bf15c3f2-14e7-41c7-b7f2-76aff4380990","warka-vellen","char-offset:3204","PERSON","","","","","","","",""
"4929db44-822c-4eef-a67a-2a4be0edb39c","loempiavellen","char-offset:3311","PERSON","","","","","","","",""
"a3daff0b-eb38-4ef6-aa92-db4867dea2c8","filodeeg","char-offset:3453","PERSON","","","","","","","",""
