"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"a78b3563-bfba-4c63-9ea9-1afd0695c7d4","uien","char-offset:22","PERSON","","","","","","","",""
"e88717bd-8a38-459b-b4f7-028b47d3a78b","bietjes","char-offset:28","PERSON","","","","","","","",""
"fe510d3e-ca53-4bdf-8b92-bf5bb559e5b2","banaan","char-offset:45","PERSON","","","","","","","",""
"9ff56d36-a5b1-47f5-b4a6-8d92e03afe4a","zure room","char-offset:56","PERSON","","","","","","","",""
"2ca5835d-293e-4779-b3fa-cdc7b4e40cde","400 g","char-offset:86","PLACE","","","","","","UNVERIFIED","",""
"2c9b6b36-7e28-47ce-a17e-616efa2401dc","gehakt","char-offset:92","PERSON","","","","","","","",""
"e8bd49d3-abee-4c9b-bca6-1c0f76c1bce4","1","char-offset:100","PLACE","http://pleiades.stoa.org/places/856172","1","45.25","35.25","numbered feature","UNVERIFIED","",""
"5cd96cd4-1f69-4c83-a99f-10814750bf51","oude botert&l","char-offset:102","EVENT","","","","","","","",""
"b32ff329-fd00-4866-9250-06c22f0e6df6","n°temuskaat","char-offset:118","EVENT","","","","","","","",""
"010cd762-7783-46a7-a5dd-ca91b4d666fb","zwarte peper","char-offset:131","PERSON","","","","","","","",""
"0118cc2e-6cb2-4846-9340-6b6f30247a4d","zout","char-offset:145","PERSON","","","","","","","",""
"7ff0cc5b-a4aa-4ad8-940b-d5a54d212acf","r*s. te-)boter","char-offset:151","EVENT","","","","","","","",""
"0ac54573-8777-4579-a662-bdf3feb595c4","peterselie","char-offset:167","PERSON","","","","","","","",""
"73853e03-1fda-48d7-8cc3-ee3d8e9224b8","paneermeel","char-offset:179","PERSON","","","","","","","",""
"d5eb5eef-3f9a-4b78-b0d8-1db54fb19f62","J""s of bouillon (tablet)","char-offset:197","EVENT","","","","","","","",""
"dce4ef59-ca50-4073-a590-df6b5e91eea9","uien","char-offset:382","PERSON","","","","","","","",""
"a19723ba-989c-4855-bef0-d7fdc090f013","uien","char-offset:427","PERSON","","","","","","","",""
"88a06c7b-59a6-46b7-8967-6c946ed4ba92","uien","char-offset:594","PERSON","","","","","","","",""
"968f3126-8661-4bfc-9de1-37fa10be7730","uien","char-offset:719","PERSON","","","","","","","",""
"0b439e17-ffc4-4a3c-932c-908a694785e1","30-35 gram","char-offset:798","PLACE","","","","","","UNVERIFIED","",""
"13272c8a-315a-4dbe-b175-281751aa265f","boter","char-offset:810","PERSON","","","","","","","",""
"bd45380c-957a-4c18-ad52-fdc239e0b104","gehakt","char-offset:827","PERSON","","","","","","","",""
"12d41ee7-2632-41da-8e97-af0b892318e0","peper","char-offset:871","PERSON","","","","","","","",""
"b3fd9ff3-9852-480f-b0f0-929517df1a9d","nootmuslij","char-offset:878","EVENT","","","","","","","",""
"03c143d9-a87b-4953-b1ab-d7f280e4a807","zout","char-offset:892","PERSON","","","","","","","",""
"1fa411f3-7341-48f9-9600-1c1403459eb1","petersefc r","char-offset:918","EVENT","","","","","","","",""
"765121ad-e6cf-44b7-99de-fdf1bc52c219","uien","char-offset:972","PERSON","","","","","","","",""
"59aaf9b8-e7d0-422b-9bb6-3c20394af4d9","uien","char-offset:1141","PERSON","","","","","","","",""
"a55e1056-bc57-4662-adaf-76ba06db727a","jus","char-offset:1239","PERSON","","","","","","","",""
"062ceca4-ffdf-44fa-b282-c32776c297e7","bouillon","char-offset:1249","PERSON","","","","","","","",""
"79c05f37-a14b-4435-9397-781341732dd0","paneermeel","char-offset:1287","PERSON","","","","","","","",""
"2c687dd1-bd39-44e8-8ede-95c4baac9748","boter","char-offset:1324","PERSON","","","","","","","",""
"79ab776b-618a-478a-b632-c2bdc64191d3","1","char-offset:1437","PLACE","http://pleiades.stoa.org/places/856172","1","45.25","35.25","numbered feature","UNVERIFIED","",""
"54e309e0-b835-4f2b-8f58-98d722ff4178","banaan","char-offset:1447","PERSON","","","","","","","",""
"bff8e811-df2e-4953-8bd9-852d3c7671be","zure room","char-offset:1458","PERSON","","","","","","","",""
"2cfb32be-a59d-413c-9ec6-2c7cd3b90033","°ar,anen","char-offset:1471","EVENT","","","","","","","",""
"cf669df5-83a7-4fea-aa05-30ae887a7afd","30-40 g","char-offset:1481","PLACE","http://sws.geonames.org/2516865","Güevéjar","37.25759","-3.59691","","UNVERIFIED","",""
"b43726ed-d6cd-4c3d-9a15-725e739d69ce","(plante-)boter","char-offset:1489","PERSON","","","","","","","",""
"9051d8c9-148a-41f0-b464-016bde8822d0","suiker","char-offset:1516","PERSON","","","","","","","",""
"0999507d-ec0f-4ed4-b2a4-ffc13c75e56a","citroensap","char-offset:1524","PERSON","","","","","","","",""
"ee46178f-667e-4177-97a9-14d9bc99e5e3","1 potje","char-offset:1536","PLACE","","","","","","UNVERIFIED","",""
"84d85558-40bf-4027-b437-0154c01f974a","ll* cc","char-offset:1549","EVENT","","","","","","","",""
"c6cf0a7a-d725-4fc0-8e1e-be020906ee20","bananen","char-offset:1579","PERSON","","","","","","","",""
"a2a5baf9-29cf-47bd-8578-6fe55fb9a196","boter","char-offset:1685","PERSON","","","","","","","",""
"8af7e049-a55b-4c88-aed5-d7f65ff1874b","citroensaP","char-offset:1713","EVENT","","","","","","","",""
"bc0e7bfd-5623-4ee6-a0bd-0c8b5db686a3","honing","char-offset:1731","PERSON","","","","","","","",""
"77a64c4c-bf1d-4d6c-a90d-94ce3a1c9ee7","zure room","char-offset:1750","PERSON","","","","","","","",""
"09cb4b90-c532-4d43-9c6c-59df86a865dc","klapstuk","char-offset:1781","PERSON","","","","","","","",""
"a96caa31-c886-4f2d-863e-3c24b4784ede","koffie","char-offset:1790","PERSON","","","","","","","",""
