"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"ab41bad2-6991-47f4-a845-9a0e4311deae","spaghettini","char-offset:65","PERSON","","","","","","","",""
"2b0151f7-e5df-46ff-ad2f-1449ab2007fc","spaghetti","char-offset:98","PERSON","","","","","","","",""
"e9fda2e7-bc74-40c6-9491-c3c6d7d67b2e","spinazie","char-offset:190","PERSON","","","","","","","",""
"8f65f0c6-8d13-4466-ab6a-12377887d665","sardientje","char-offset:202","PERSON","","","","","","","",""
"41b324ff-fe84-4a7d-a27a-c901875334f3","100 gram","char-offset:227","PLACE","","","","","","UNVERIFIED","",""
"0163ee2d-87c2-4d5e-bad2-018ba9592848","spinazie","char-offset:246","PERSON","","","","","","","",""
"79831f63-b020-4747-80e2-a5f88ccabc96","4","char-offset:270","PLACE","http://pleiades.stoa.org/places/856175","4","45.25","35.25","numbered feature","UNVERIFIED","",""
"e4ecc5ac-9112-49d0-860f-a88f54d5380b","tomaten","char-offset:272","PERSON","","","","","","","",""
"57fc9019-2f89-44fa-b3ce-d1211ec30097","2","char-offset:281","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"1cb9aeea-677a-41ee-b58e-4405b7921506","uien","char-offset:283","PERSON","","","","","","","",""
"cf0d5f62-ca6a-4f04-ae2f-4bc1aa668cd6","2 teentjes","char-offset:289","PLACE","","","","","","UNVERIFIED","",""
"29f85b00-1294-487c-852c-5bb1345f69d0","knoflook","char-offset:300","PERSON","","","","","","","",""
"0f10b579-bde0-4234-a6bc-272e19ff3a20","3 blikjes","char-offset:310","PLACE","","","","","","UNVERIFIED","",""
"6b89a8f2-77e5-4298-8ec6-282e1270ffc7","sardientjes in olie","char-offset:320","PERSON","","","","","","","",""
"8c769ad1-188a-4115-847d-65aa9d923042","2 eetlepels","char-offset:341","PLACE","","","","","","UNVERIFIED","",""
"7d81ff56-1e4c-4ff7-8214-b2b5c37ad43b","olijfolie","char-offset:353","PERSON","","","","","","","",""
"60a112d7-cb06-4f1b-a592-df2d992032f7","2 deciliter","char-offset:364","PLACE","","","","","","UNVERIFIED","",""
"0a1237c8-eeb5-48a5-a00f-0d0341cd1854","koffïeroom","char-offset:376","PERSON","","","","","","","",""
"6b200356-ed75-4c8f-be33-95da1b35e561","350 gram","char-offset:388","PLACE","","","","","","UNVERIFIED","",""
"d3c0f93b-3532-4c38-98e2-eb97084abdef","spaghettini","char-offset:397","PERSON","","","","","","","",""
"3b4632bf-422a-4d16-b724-609ed6d19ef3","boter","char-offset:410","PERSON","","","","","","","",""
"8fae9654-603c-4fd6-981d-5bfc47bd4cfd","margarine","char-offset:419","PERSON","","","","","","","",""
"9f0eb808-b9ca-4d27-a6cc-574e6644a189","1 eetlepel","char-offset:430","PLACE","","","","","","UNVERIFIED","",""
"e0d2d654-89da-43b6-9cae-da3dea3bb688","bloem","char-offset:441","PERSON","","","","","","","",""
"57954480-ceeb-4c44-9931-36486938b77c","zout","char-offset:448","PERSON","","","","","","","",""
"de55c73c-5ce2-4d14-baf6-c979855c875d","peper","char-offset:454","PERSON","","","","","","","",""
"5a6742d1-6424-480c-9342-9aff00dfd1a0","4","char-offset:461","PLACE","http://pleiades.stoa.org/places/856175","4","45.25","35.25","numbered feature","UNVERIFIED","",""
"1ce52b97-d548-47b7-b405-7a180ca4dd7b","eieren","char-offset:470","PERSON","","","","","","","",""
"5827690b-273f-4dd5-8f98-60761a214f0a","100 gram","char-offset:489","PLACE","","","","","","UNVERIFIED","",""
"65bc2ec1-70ef-4c42-8392-e7ae42dec120","gruyère kaas","char-offset:507","PERSON","","","","","","","",""
"2944a447-b865-4545-a4f1-f135859ed18a","2 eetlepels","char-offset:521","PLACE","","","","","","UNVERIFIED","",""
"04dbcc0a-c6c9-49fa-8b5c-870c85ca705e","paneermeel","char-offset:533","PERSON","","","","","","","",""
"72be6122-e11a-476f-b62b-a5af068fa27f","1 eetlepel","char-offset:555","PLACE","","","","","","UNVERIFIED","",""
"23c152ec-ade4-4c66-86c9-0b717fc9768b","Ricard","char-offset:566","PERSON","","","","","","","",""
"b055ff14-dd0b-411e-80ed-098c30c801ce","Pernod","char-offset:576","PERSON","","","","","","","",""
"f09b8b72-a5e0-49c8-a361-d2e85dba822d","spinazie","char-offset:594","PERSON","","","","","","","",""
"dab0fd64-9013-4cc7-a65b-f70c719b11bd","tomaten","char-offset:625","PERSON","","","","","","","",""
"ecaa1026-bf0b-420b-a17f-ab7e4e8efff7","tomaten","char-offset:647","PERSON","","","","","","","",""
"e6063f41-802f-48a7-833a-644a063e617c","tomaten","char-offset:726","PERSON","","","","","","","",""
"26d0fc87-cb49-4430-b3f3-b2aa88274421","tomaten","char-offset:771","PERSON","","","","","","","",""
"e6d9234e-dde2-4d81-a878-cb6510e3169a","uien","char-offset:811","PERSON","","","","","","","",""
"e3faff3b-76e3-44e4-b1b0-4ffef7965f39","knoflook","char-offset:828","PERSON","","","","","","","",""
"ec8f9f9b-126c-4d74-97a4-af46beb0a4e2","sardientjes","char-offset:848","PERSON","","","","","","","",""
"91992286-444b-475f-a38d-e75cc336fac6","olie","char-offset:881","PERSON","","","","","","","",""
"8dbb3ff1-0c15-4d9c-8d3d-3380a2fe9f6f","olijfolie","char-offset:914","PERSON","","","","","","","",""
"2b4d0ef2-44e8-4624-b5aa-aaf615936f8f","olie","char-offset:945","PERSON","","","","","","","",""
"5d798b67-42f4-42f8-a189-9615c7c3acb6","ui","char-offset:962","PERSON","","","","","","","",""
"e38c503c-2a07-472d-a20d-1ec138069254","knoflook","char-offset:968","PERSON","","","","","","","",""
"4c756eb6-861f-43da-88a2-e1b59862f9dc","tomaten","char-offset:1004","PERSON","","","","","","","",""
"f3086ff3-7ca3-49dd-9668-5a7023c805ab","spinazie","char-offset:1071","PERSON","","","","","","","",""
"2c519ed9-6c98-4264-8355-086525dfa6fe","koffieroom","char-offset:1084","PERSON","","","","","","","",""
"f4f61626-6b04-4fd9-883c-3c4f63dfd105","Ricard","char-offset:1101","PERSON","","","","","","","",""
"06c5b583-c800-47da-88ea-c4b58e3f6099","spaghettini","char-offset:1175","PERSON","","","","","","","",""
"d33edd66-ff7d-49fb-a050-fb264e119a42","boter","char-offset:1345","PERSON","","","","","","","",""
"368cada5-85eb-4673-b04f-82f71f010a3f","bloem","char-offset:1365","PERSON","","","","","","","",""
