"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"a4ccb7d6-7ef6-4ad3-814f-de4533a133b2","ma'en wa'noten","char-offset:60","EVENT","","","","","","","",""
"ba22da01-a9ad-4ca3-93fa-3d61e546b042","driekwart liter","char-offset:94","PLACE","","","","","","UNVERIFIED","",""
"e68bc094-46b3-4e24-8f25-dec45036ee35","melk","char-offset:110","PERSON","","","","","","","",""
"c32e816d-3873-46b0-bf8a-f9372fa17ef3","twee","char-offset:116","PLACE","","","","","","UNVERIFIED","",""
"f541245e-146d-4344-85d0-0deb489ad6ac","witte boter. a"">men","char-offset:137","EVENT","","","","","","","",""
"9aa1b988-e26b-4411-8c21-fc600c957f42","een half ons","char-offset:160","PLACE","","","","","","UNVERIFIED","",""
"2f6ef26d-985f-4ce4-9d61-1203ea7e1714","reuzel","char-offset:173","PERSON","","","","","","","",""
"b27e3031-2b5e-42d5-9bfa-3dd8c3316838","twee","char-offset:237","PLACE","","","","","","UNVERIFIED","",""
"aeb1998a-78de-4bb7-9b52-45e225c1325f","eierdooi- jS","char-offset:242","EVENT","","","","","","","",""
"ef0250c1-4018-4bd2-8c82-732f7a72936c","specerijen","char-offset:289","PERSON","","","","","","","",""
"9dddaacf-6c7a-4816-abfc-fd54ed0c129e","zout","char-offset:360","PERSON","","","","","","","",""
"86a33f0b-9b93-437d-8f10-3d04412375e8","suier","char-offset:384","EVENT","","","","","","","",""
"014204fc-19a7-40fe-884a-3e6c6ceb3b61","speculaaskruiden","char-offset:393","PERSON","","","","","","","",""
"57f94189-3614-4a2d-9499-490744065182","gemberpoeder","char-offset:435","PERSON","","","","","","","",""
"5bf49ecb-35f5-4960-b6c7-bc9327bcd192","kaneel","char-offset:449","PERSON","","","","","","","",""
"7c399728-de09-46ef-9677-7b314397ccf7","galan- Sa>","char-offset:457","EVENT","","","","","","","",""
"961d8dca-10e9-4915-94f7-a37a7bb8379c","kruidnagel","char-offset:468","PERSON","","","","","","","",""
"c8c3afee-0b74-4f57-83ef-8d13c70771bf","nootmuskaat","char-offset:480","PERSON","","","","","","","",""
"ae417296-d17a-4d5b-b246-9b11d3a5b273","foe°e","char-offset:493","EVENT","","","","","","","",""
"632adc34-131a-40f9-93bd-031dca2e9f8a","saffraan","char-offset:502","PERSON","","","","","","","",""
"c0d635f0-3d53-4cff-b0d5-423c1fe71252","kruidenthee","char-offset:4926","PERSON","","","","","","","",""
"7c15727b-e0eb-4a01-8ffd-95373fac7611","vlees","char-offset:6335","PERSON","","","","","","","",""
"e9459564-e1c6-4e41-8093-a682e63d8797","melk","char-offset:6586","PERSON","","","","","","","",""
"ddec4f6b-ae6c-49e6-a73b-72bf47608092","kernemelk","char-offset:6592","EVENT","","","","","","","",""
"6292fe08-2ee1-44be-922e-5c1a8b95703d","wijn","char-offset:6605","PERSON","","","","","","","",""
