"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"5176619b-5d73-4925-a457-83902803ee7b","garnalen","char-offset:348","PERSON","","","","","","","",""
"14551d2f-7318-46be-a2d7-6ecd891dff2e","garnalen","char-offset:578","PERSON","","","","","","","",""
"14a6c320-2539-4914-8364-e33c93f21cbd","Een kilo","char-offset:1024","PLACE","","","","","","UNVERIFIED","",""
"be3040e0-fa55-4689-bf0e-eeba7beb0f8d","garnalen","char-offset:1050","PERSON","","","","","","","",""
"d289893f-86c9-4018-b2d6-03afddc1b93d","twee","char-offset:1060","PLACE","","","","","","UNVERIFIED","",""
"b7d7faea-fdd9-40ba-ac02-d0d6317ef414","uien","char-offset:1065","PERSON","","","","","","","",""
"56c6e4ca-45a9-44e2-81f3-cf2366120c91","drie","char-offset:1071","PLACE","","","","","","UNVERIFIED","",""
"b38aade2-7ae3-4f07-9681-4be2c4bd5909","selderiestengels","char-offset:1076","PERSON","","","","","","","",""
"446e5051-731b-4b03-841c-9e5c6c9a2932","een","char-offset:1094","PLACE","","","","","","UNVERIFIED","",""
"e3392965-aaa1-41b4-8b4d-f960fedd5deb","winterwortel","char-offset:1098","PERSON","","","","","","","",""
"3ff70dd7-087c-4263-b711-953f847ea49d","peper","char-offset:1125","PERSON","","","","","","","",""
"eebc1d4f-82bb-4b64-acd4-036bba0a55e3","een laagje","char-offset:1166","PLACE","","","","","","UNVERIFIED","",""
"65de55b3-5b40-4f99-a05f-1f2c94e7ae2f","olie","char-offset:1177","PERSON","","","","","","","",""
"5606a5c2-3409-41d8-8315-ae1d0c19f37c","ui","char-offset:1192","PERSON","","","","","","","",""
"cd9ab180-076e-4f96-948b-56e7dcb63ce5","wortel","char-offset:1198","PERSON","","","","","","","",""
"98d3944c-0c68-45ed-978d-8472cfa316c5","bleekselderiestengels","char-offset:1238","PERSON","","","","","","","",""
"ee50d170-9b5e-4903-817a-8f07fe4c1cf9","garnalen","char-offset:1302","PERSON","","","","","","","",""
"d788ce03-5621-40c2-aa33-493dce3302f0","een blik","char-offset:1349","PLACE","","","","","","UNVERIFIED","",""
"b334ee5c-6df6-4af3-a36a-468cb6e472f6","tomaten","char-offset:1368","PERSON","","","","","","","",""
"72b94d3a-850d-494d-a967-6d7f4ffedd05","een kopje","char-offset:1959","PLACE","","","","","","UNVERIFIED","",""
"7cbca596-72f1-482e-a75c-aeae3caea888","bloem","char-offset:1993","PERSON","","","","","","","",""
"9330129a-fc5c-450a-a5aa-32f68bd4f7a3","een niet kinderachtige hoeveelheid","char-offset:2040","PLACE","","","","","","UNVERIFIED","",""
"626c3494-c5c2-45bc-945a-93c496ac7f34","peper","char-offset:2083","PERSON","","","","","","","",""
"0acc9735-066d-4cbe-89af-c9243257c71f","peterselie","char-offset:2191","PERSON","","","","","","","",""
"a0f6481c-3078-4fb0-bc23-5171a41b901b","peterselie","char-offset:2336","PERSON","","","","","","","",""
"6519a97b-4b49-49a5-a857-62b3a3cbad26","zout","char-offset:2370","PERSON","","","","","","","",""
"5871182b-8e0e-4fcb-8bc9-a29894dc8bdb","twee","char-offset:2470","PLACE","","","","","","UNVERIFIED","",""
"1d0fab90-5bdc-4d02-8737-51eeb2105a8d","aardappelen","char-offset:2500","PERSON","","","","","","","",""
"851c39ea-400e-4190-a48b-0769f06078e3","een kop","char-offset:2520","PLACE","","","","","","UNVERIFIED","",""
"6be94b58-5215-4d98-bfa0-d95effd33f03","rijst","char-offset:2533","PERSON","","","","","","","",""
"d1cdc49c-211b-4236-86bf-6f7b62e72595","garnalen","char-offset:2586","PERSON","","","","","","","",""
"2ceb8963-e526-4037-a6be-14e47bb48bc5","een lepeltje","char-offset:2647","PLACE","","","","","","UNVERIFIED","",""
"27fa260d-4139-4492-b966-743d59e9ac82","room","char-offset:2660","PERSON","","","","","","","",""
"d6c30a41-ea04-4303-bdc5-15799003637a","cognac","char-offset:2742","PERSON","","","","","","","",""
"97b40a05-f32e-4a94-8acb-3adf72cbc02e","witte wijn","char-offset:2812","PERSON","","","","","","","",""
