"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"81503135-8395-4658-9970-85693a116761","Gebaktbrood","char-offset:14","PERSON","","","","","","","",""
"d2cde343-29c9-418a-9ca2-a16affbc5991","Tomaten","char-offset:35","PERSON","","","","","","","",""
"16835dcb-6d38-4f8e-98db-a51f724d01b8","sla","char-offset:46","PERSON","","","","","","","",""
"e9d1d2a0-b5c2-4bdb-b5d9-06553c67dd3f","Stokbrood","char-offset:50","PERSON","","","","","","","",""
"5804ad30-4243-49aa-8d64-accb69ba4d63","Koffie","char-offset:60","PERSON","","","","","","","",""
"2dba3149-5a4a-4da8-970b-bcf258005841","Gehaktbrood","char-offset:67","PERSON","","","","","","","",""
"d79f809a-6993-454c-ae70-ee78583c9fa7","500 gram","char-offset:88","PLACE","","","","","","UNVERIFIED","",""
"1ad2ea6b-020e-4a1d-91a4-f71f681037fa","gehakt","char-offset:97","PERSON","","","","","","","",""
"27c40bea-10dc-4dec-ac52-6c7f41bd00f3","250 gram","char-offset:119","PLACE","","","","","","UNVERIFIED","",""
"488c5218-dd51-41e4-b1b9-e24479b57e23","tartaar","char-offset:128","PERSON","","","","","","","",""
"4986da65-6ad7-4853-b0ac-ade02db7224b","4 eetlepels","char-offset:138","PLACE","","","","","","UNVERIFIED","",""
"f6a4c75d-a694-48f9-8d02-7e08339b5c6a","paneermeel","char-offset:150","PERSON","","","","","","","",""
"2014d26b-4c8a-48ff-9c0d-5ee97767641d","2","char-offset:163","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"911897be-adb4-4827-ab3b-a3dd5bbb7e19","uien","char-offset:165","PERSON","","","","","","","",""
"42ac7c60-4862-4b84-9ff0-45129633b148","5","char-offset:172","PLACE","http://pleiades.stoa.org/places/856176","5","45.25","35.25","numbered feature","UNVERIFIED","",""
"46fe9aae-8bc5-46c9-ad99-f94f7d89b502","eieren","char-offset:174","PERSON","","","","","","","",""
"120d4919-9a58-457d-a2d9-1e79291a2188","zout","char-offset:183","PERSON","","","","","","","",""
"f8b8339b-b2fb-41e3-9967-73a7595a8939","peper","char-offset:191","PERSON","","","","","","","",""
"540f191e-2f33-4995-8668-811705771c20","1 eetlepel","char-offset:199","PLACE","","","","","","UNVERIFIED","",""
"8a7f7b27-17c8-4d9e-8cbc-b94dd0b578e0","mosterd","char-offset:210","PERSON","","","","","","","",""
"dfd0fa48-5300-456d-b8d8-972a42888cb7","halve theelepel","char-offset:220","PLACE","","","","","","UNVERIFIED","",""
"4bf5e5a7-f392-4492-93ba-355baa990186","tijm","char-offset:236","PERSON","","","","","","","",""
"063a20c5-6282-4eb5-bfe0-17f03353712b","tijm","char-offset:250","PERSON","","","","","","","",""
"8c48590a-8c7d-4673-9946-a8113d24fac0","1 klein pakje","char-offset:257","PLACE","","","","","","UNVERIFIED","",""
"d8328f2a-5231-4cc1-add8-207dc76919b2","diepvriesdoperwten","char-offset:271","PERSON","","","","","","","",""
"acfaca34-19ae-4465-bb2f-b35622cfda33","1 klein blikje","char-offset:292","PLACE","","","","","","UNVERIFIED","",""
"8cf263c9-3b1a-4f96-ad68-7598ddbbc294","champignons","char-offset:307","PERSON","","","","","","","",""
"34e1ef76-d778-4bf0-9591-645be77b0c99","olie","char-offset:321","PERSON","","","","","","","",""
"3738f316-008f-4e91-94b2-1fb3051406e9","enkele","char-offset:328","PLACE","","","","","","UNVERIFIED","",""
"a4da59b8-89ae-4cd1-a614-8155996cb3a1","slabladeren","char-offset:335","PERSON","","","","","","","",""
"e1eb3b12-b150-402f-81fe-8063e617a069","tomaten","char-offset:349","PERSON","","","","","","","",""
"544de278-15f0-4151-b44e-25f2f87a8119","gehakt","char-offset:419","PERSON","","","","","","","",""
"c384d2a6-55f8-48f5-8fdf-fdac2721ffbd","tartaar","char-offset:433","PERSON","","","","","","","",""
"9c32ddf8-53f1-4eb6-8386-939cf9f1b006","paneermeel","char-offset:442","PERSON","","","","","","","",""
"bba06bf3-621b-4cde-8fe1-9742fa773468","uien","char-offset:464","PERSON","","","","","","","",""
"508bf4c8-4180-46c4-9a75-ee22ef6c42f3","5","char-offset:473","PLACE","http://pleiades.stoa.org/places/856176","5","45.25","35.25","numbered feature","UNVERIFIED","",""
"a5b2ace2-e7f9-437f-b239-d0e99539cbcc","eieren","char-offset:475","PERSON","","","","","","","",""
"73d6e7d7-fbd1-49cf-8a7f-668155a1bbd1","zout","char-offset:483","PERSON","","","","","","","",""
"380cfe6f-6591-4aad-a60f-5b14f241d87b","peper","char-offset:503","PERSON","","","","","","","",""
"91452496-d62d-4093-9feb-8a7ae6d68fd3","halve theelepel","char-offset:527","PLACE","","","","","","UNVERIFIED","",""
"aebdcc47-92d8-46f8-80ae-7da4e9f972ba","thijm","char-offset:543","PERSON","","","","","","","",""
"18916d84-60ef-41bf-a82a-14125bd4910c","diepvriesdoperwten","char-offset:595","PERSON","","","","","","","",""
"07f57451-e675-4ccb-b93a-6d56bba815ba","champignons","char-offset:655","PERSON","","","","","","","",""
"8ba8a461-fb34-431c-9e46-e7e738db2b6d","gehaktbrood","char-offset:788","PERSON","","","","","","","",""
"57c50e20-0eca-4c77-96f3-66729f78d63f","saliebladeren","char-offset:875","PERSON","","","","","","","",""
"71a7ab63-9c29-4ed8-9c23-284ea154e2d2","tomaat","char-offset:949","PERSON","","","","","","","",""
"31aa2a6f-5c70-4363-94f5-71b89d59e5ef","Vlees","char-offset:1037","PERSON","","","","","","","",""
"2094d611-b0f7-4b56-9634-5c160dd22b75","Rijst","char-offset:1057","PERSON","","","","","","","",""
"07c7d4e0-f204-46e4-958e-46d8c6852e2a","tuinkruiden","char-offset:1067","PERSON","","","","","","","",""
"89158962-e21e-4978-8d1e-ea521b0c4d98","Aardbeienoharlotte","char-offset:1079","EVENT","","","","","","","",""
"d3d60968-ae5b-49a7-84ad-a3db7f7d7205","Vlees","char-offset:1098","PERSON","","","","","","","",""
"d3c1ae59-d03b-4247-8cb4-597038424cfc","300 gram","char-offset:1118","PLACE","","","","","","UNVERIFIED","",""
"81071e84-c011-4d89-bff8-13cee74b5d79","biefstuk","char-offset:1127","PERSON","","","","","","","",""
"6e7e42f2-45f9-499b-84b7-7e9341a9e251","100 gram","char-offset:1138","PLACE","","","","","","UNVERIFIED","",""
"568ab222-f925-4fb3-a3d0-dee4c19dae4c","lever","char-offset:1147","PERSON","","","","","","","",""
"4fcb53bd-b072-4fc6-9588-5c141f2b12c5","1 kleine","char-offset:1155","PLACE","","","","","","UNVERIFIED","",""
"ca51aff9-7bf9-487b-9f9d-372f7fd87522","nier","char-offset:1164","PERSON","","","","","","","",""
"add9bebd-f16b-41db-8843-ec8e0e8bfb25","150 gram","char-offset:1171","PLACE","","","","","","UNVERIFIED","",""
"8632f474-58a7-46fd-87da-5a6ada4a23c7","spek","char-offset:1190","PERSON","","","","","","","",""
"61560ae2-b6f1-4357-b712-cf11d5f8960b","300 gram","char-offset:1197","PLACE","","","","","","UNVERIFIED","",""
"316611a7-6fa0-4ec8-996d-ae4590fe13b4","uien","char-offset:1213","PERSON","","","","","","","",""
"3ffa1a7b-e093-428c-87c2-e513e25fc001","1 rode","char-offset:1220","PLACE","","","","","","UNVERIFIED","",""
"3df9c140-118c-4aff-9d4b-24e00cce8997","paprika","char-offset:1227","PERSON","","","","","","","",""
"da5ed85c-8d82-48ec-b9a8-09ef793d8eab","olie","char-offset:1237","PERSON","","","","","","","",""
"3f3ea5d5-8611-44e8-9bb4-4275fd69f036","zout","char-offset:1242","PERSON","","","","","","","",""
"9bae780e-356c-4005-af08-2bc7e133e4ce","peper","char-offset:1250","PERSON","","","","","","","",""
"4fbb51c6-7246-4cad-ad49-c12ad003a104","1 pakje","char-offset:1258","PLACE","","","","","","UNVERIFIED","",""
"7ed884f3-4cf1-4754-bc6a-eb5d4d322e39","witte saus","char-offset:1266","PERSON","","","","","","","",""
"bc3cc773-207f-4736-bbf6-14a0d43793cc","ken-ie","char-offset:1279","EVENT","","","","","","","",""
"a6b5f709-f152-42d2-a484-28a0338666bc","1 glas","char-offset:1288","PLACE","","","","","","UNVERIFIED","",""
"b098bda0-314a-44d6-9705-44d51021d701","gin","char-offset:1295","PERSON","","","","","","","",""
"605aecf4-add8-42d4-a64a-4559cca01260","2","char-offset:1301","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"5398214b-fb69-4d34-95a5-65664f388139","eidooiers","char-offset:1303","PERSON","","","","","","","",""
"d1b45746-7466-4106-aa97-b30dac56e0d6","vlees","char-offset:1341","PERSON","","","","","","","",""
"5d1905a5-4367-4409-8fce-53d804ea4dec","lever","char-offset:1376","PERSON","","","","","","","",""
"6256564c-4b76-4440-98d8-5f5d19bf945f","vlees","char-offset:1416","PERSON","","","","","","","",""
"614d4da6-4433-4ccc-974f-4603ce271e66","spek","char-offset:1460","PERSON","","","","","","","",""
"6288f332-adc4-4371-92eb-be9b08a5c8f5","ui","char-offset:1517","PERSON","","","","","","","",""
"b70bcf4e-b45e-4c05-855f-fdabd84b598e","paprika","char-offset:1530","PERSON","","","","","","","",""
"c7cbaabd-eb05-48ba-b072-3ecca70ce5e1","olie","char-offset:1586","PERSON","","","","","","","",""
"8663061f-8d76-495c-a70f-2ed17b6474dc","zout","char-offset:1609","PERSON","","","","","","","",""
"37a89c45-4458-43c9-bec1-4f03f959ad6b","peper","char-offset:1617","PERSON","","","","","","","",""
"42606210-0705-4199-8da9-5d9e65d9457e","vlees","char-offset:1696","PERSON","","","","","","","",""
"80b7b006-71b7-4624-b0f4-5c35679a6fc9","Kerrie","char-offset:1806","PERSON","","","","","","","",""
"7ac7ebe4-e664-40cc-a12d-0a9acc87ea1f","gin","char-offset:1859","PERSON","","","","","","","",""
"2d3136bb-4cb1-44d9-b987-af8ce2a49df3","2","char-offset:1866","PLACE","http://pleiades.stoa.org/places/856173","2","45.25","35.25","numbered feature","UNVERIFIED","",""
"ba47eb3a-c861-4b43-9901-2b18ce3f15ae","eidooiers","char-offset:1879","PERSON","","","","","","","",""
"f8877cb9-071a-4555-abce-422605ca9ff3","rijst","char-offset:1894","PERSON","","","","","","","",""
"e851c014-ae98-4bb4-b61e-1e718ed275df","tuinkruiden","char-offset:1943","PERSON","","","","","","","",""
"9922150f-b6a2-42e0-8a72-a3bad65a76e7","Aardbeienoharlotte","char-offset:1969","EVENT","","","","","","","",""
"26509b89-7fb7-4a28-9468-95a1233d4a38","1 pakje","char-offset:1988","PLACE","","","","","","UNVERIFIED","",""
"c4532121-f8d2-465d-9783-a3790aee5cb6","vanillepudding","char-offset:1996","PERSON","","","","","","","",""
"fc19c67a-b933-41a7-b1c1-6eb3d68c93c6","pudding","char-offset:2020","PERSON","","","","","","","",""
"6e671723-1fce-4f8f-b749-f5e79c80d21c","halve liter","char-offset:2031","PLACE","","","","","","UNVERIFIED","",""
"6c6fceef-5efd-4fba-bf7a-12e7bf108093","koffieroom","char-offset:2043","PERSON","","","","","","","",""
"615dfac9-6c25-4ee0-9f2b-96c92e2cd0b2","250 graim","char-offset:2056","EVENT","","","","","","","",""
"d9ee181c-d0b0-476f-bf91-f3f2bbf91d57","aardbeien","char-offset:2066","PERSON","","","","","","","",""
"6f5c3f8b-c289-4f22-8f99-ccc578f7234e","200 gram","char-offset:2078","PLACE","","","","","","UNVERIFIED","",""
"3f228820-5dfe-4975-9c1a-b065f7e151e9","lange vingers","char-offset:2087","PERSON","","","","","","","",""
"414f18ee-d6ed-4cc2-9af0-777a5951abc0","4 eetlepels","char-offset:2103","PLACE","","","","","","UNVERIFIED","",""
"ccb23f74-9cdc-4e9f-b688-7edd7fd8cf94","sherry","char-offset:2115","PERSON","","","","","","","",""
"8a84d09b-898d-4559-b3c3-86f553dc8761","achtste liter","char-offset:2124","PLACE","","","","","","UNVERIFIED","",""
"0be64a4c-7b51-47fa-896a-435915c9da3d","slagroom","char-offset:2138","PERSON","","","","","","","",""
"e862aa07-ab4b-4f22-92cd-5514e932a166","suiker","char-offset:2149","PERSON","","","","","","","",""
"dad00b00-07c7-46b0-a524-884c82cf572a","pakrje","char-offset:2158","EVENT","","","","","","","",""
"975069a9-36a0-4783-a1ad-fc9be034c1b0","vanillesuiker","char-offset:2165","PERSON","","","","","","","",""
"1aea96e0-7d3c-4993-8a74-52d769b177d2","pudding","char-offset:2188","PERSON","","","","","","","",""
"29216361-5734-491f-be32-33572cd77689","room","char-offset:2202","PERSON","","","","","","","",""
"3ae7d81e-68e3-44be-b695-646d1619ff96","lange vingers","char-offset:2306","PERSON","","","","","","","",""
"a1dbb7ed-31ef-46fe-be40-0a91133cc0c5","sherry","char-offset:2336","PERSON","","","","","","","",""
"69779633-b5ae-42a2-b305-6778520151a4","aardbeien","char-offset:2391","PERSON","","","","","","","",""
"ded58378-f1c4-4645-9283-48beab3698e9","pudding","char-offset:2423","PERSON","","","","","","","",""
"8aa73d97-1340-42a8-acde-c43c4bae6dbb","lange vingers","char-offset:2445","PERSON","","","","","","","",""
"db53c85d-f40c-4c96-99c3-1e46f1cd8199","sherry","char-offset:2468","PERSON","","","","","","","",""
"52b5f84e-e683-4e4b-b14e-eee5ddffe41f","aardbeien","char-offset:2509","PERSON","","","","","","","",""
"1ae7d63a-6ae6-4e4a-b171-91c42fc65634","slagroom","char-offset:2528","PERSON","","","","","","","",""
"c5f7e0f6-b8d1-42f0-9fdd-2a0815a37c1a","suiker","char-offset:2547","PERSON","","","","","","","",""
"ac8abd3e-6035-49f2-a59c-01a0fe5d4bd4","vanillesuiker","char-offset:2557","PERSON","","","","","","","",""
"d6795eab-138a-4877-87c8-7825cbf1c328","pudding","char-offset:2590","PERSON","","","","","","","",""
